No,이름,성별,신장,체중,혈액형,생일,전화번호,이메일아이디,이메일도메인,종교관,주거래은행,계좌번호,신용등급
21972,주희석,남성,168.0,72.4,B형,19661122,010-4128-5192,guhiur92,naver.com,불교,하나은행,329-710697-49168,8
21976,김현덕,여성,151.7,49.7,B형,19760412,010-4894-5131,nx84bkfqe,naver.com,무교,스탠다드(제일),919-18-616160,5
21979,한택지,남성,165.6,65.2,A형,19921216,010-1762-6567,svuog0ehn,yahoo.com,천주교,신한은행,566-731-749557,1
21981,김지남,여성,155.4,59.3,A형,19660717,010-8974-2739,e8cpj4sq,gmail.com,불교,스탠다드(제일),269-24-092027,9
21984,안우정,여성,159.7,55.7,AB형,19770211,010-7858-4588,ggr76i0,daum.net,불교,우리은행,4456-066-996134,5
21987,신종훈,남성,170.2,66.2,AB형,19801108,010-7440-9639,c4o3trnoe,naver.com,무교,기업은행,174-343283-76-608,6
21995,김준협,남성,161.7,69.3,O형,19490210,010-8036-0452,n6k9sslhc,naver.com,기독교,한국씨티은행,877-727786-476,2
21997,정진희,여성,149.7,62.8,B형,19640728,010-4673-0353,xf6bzosi5k,yahoo.com,천주교,한국씨티은행,456-927397-003,7
22001,김지남,여성,157.8,48.3,O형,19640128,010-4615-5985,do0tco,naver.com,기독교,국민은행,070041-54-363177,7
22002,최택서,남성,165.8,72.1,B형,19920519,010-7755-7950,jgg1ioq,naver.com,무교,외환은행,384-283218-330,6
22021,유희현,남성,174.3,63.7,O형,19700223,010-6786-7654,ju0eshrl,gmail.com,기독교,외환은행,313-294884-409,1
22023,배정석,여성,148.2,54.0,AB형,19610208,010-8979-3547,te3xf019fks,daum.net,불교,새마을금고,0-40032382667-9,3
22027,정은성,여성,155.0,47.7,B형,19590219,010-1091-1000,otw6yvh5,gmail.com,천주교,국민은행,882292-74-851557,6
22034,김현성,여성,160.5,54.0,O형,19530219,010-3275-3926,quy3rc,yahoo.com,기독교,한국씨티은행,693-675732-985,6
22037,류우종,남성,179.7,74.3,AB형,19951216,010-7782-4908,v36e2n,daum.net,불교,외환은행,580-249656-457,8
22038,문훈지,여성,153.6,49.3,A형,19890215,010-1254-7528,wvw2c6lnr4e9,daum.net,기독교,새마을금고,5-43194192297-1,6
22039,김현지,남성,163.7,71.0,O형,19601017,010-3041-7857,sah7volcdz,yahoo.com,기독교,외환은행,331-324503-323,1
22050,김우종,여성,155.4,57.0,B형,19710207,010-9872-2855,ciymq1cnx,gmail.com,무교,NH농협,237-8249-835-60,7
22055,이덕현,남성,164.3,69.5,AB형,19830223,010-9993-7209,an864n,yahoo.com,무교,스탠다드(제일),876-28-386078,6
22056,이준석,여성,159.7,58.2,AB형,19740215,010-9177-6586,xbp7pwbrgwvaw,naver.com,무교,스탠다드(제일),292-64-186022,7
22057,이종지,남성,174.9,63.1,B형,19510418,010-5049-0109,ku9hw9,naver.com,무교,수협중앙회,6830-9387-7311,9
22058,김준은,여성,164.0,57.3,A형,19930417,010-7284-2681,pbh9173wp,daum.net,무교,기업은행,488-013874-20-809,7
22060,윤현우,남성,172.7,66.2,O형,19610421,010-3427-8139,jzbk8q3tcx7,yahoo.com,기독교,새마을금고,6-22003031379-3,8
22063,이종성,여성,156.8,56.4,A형,19811006,010-7250-7833,w5bsse32,naver.com,무교,새마을금고,1-11043123372-7,1
22064,곽진은,남성,167.2,62.7,A형,19940412,010-2200-7460,vnj6o8wz4,yahoo.com,기독교,한국씨티은행,207-305591-811,1
22068,우지훈,남성,162.5,68.6,O형,19751215,010-0426-6847,mi4xld039,gmail.com,불교,스탠다드(제일),807-30-084580,8
22069,조정협,여성,156.3,63.5,B형,19650909,010-9377-2665,gjeyf89f7x,gmail.com,기독교,수협중앙회,2829-2947-3599,6
22076,이우성,남성,176.0,59.0,A형,19500119,010-0366-6508,ulhkfn,naver.com,무교,하나은행,267-007980-99206,5
22077,고협남,남성,171.5,70.5,B형,19770410,010-3809-6129,hm99k31fu937,yahoo.com,불교,새마을금고,9-01898971672-3,4
22081,이훈우,남성,163.2,74.5,B형,19540326,010-2398-9447,bwqr3uy6byh,gmail.com,무교,신한은행,749-346-823979,1
22083,이훈협,여성,153.9,59.4,B형,19930112,010-3320-1100,gegch1u,daum.net,무교,새마을금고,2-47372397807-1,1
22087,장지상,여성,158.3,59.2,A형,19841209,010-5466-7477,oxbwdm88agy,naver.com,불교,한국씨티은행,342-514083-768,3
22091,김상용,남성,162.0,69.0,B형,19541217,010-8079-9657,f9ea76c,gmail.com,무교,외환은행,331-846943-551,2
22092,조남준,남성,166.8,62.0,B형,19620801,010-2298-2358,d2fu59,daum.net,불교,새마을금고,4-96206691512-7,2
22093,이훈진,여성,150.7,51.5,A형,19490316,010-4282-3043,xmmz1lsjkduv,naver.com,무교,스탠다드(제일),181-39-232527,2
22097,박지성,여성,156.6,50.3,O형,19560117,010-7534-4399,rfpx7xnousuev,daum.net,무교,수협중앙회,4590-5717-7159,6
22100,문협영,남성,169.8,71.5,O형,19670915,010-4423-4198,e9cemav2yzoc,yahoo.com,무교,한국씨티은행,822-381055-445,2
22104,박택용,남성,176.5,71.1,AB형,19800117,010-1452-2931,sfnp6mi26,naver.com,무교,새마을금고,4-23668868410-6,7
22107,이상현,남성,170.8,62.6,B형,19730412,010-9777-8081,k708m2y10f6,naver.com,무교,NH농협,382-8329-140-19,5
22115,이준덕,여성,161.0,57.1,B형,19790628,010-2357-9882,a1tzfl,naver.com,기독교,외환은행,798-890236-062,9
22116,김은준,남성,165.6,61.5,B형,19610728,010-7129-9073,fs39ntcw,naver.com,불교,우리은행,3213-034-928206,7
22123,김희훈,여성,154.3,53.7,O형,19611005,010-6325-9401,hbdjvu9i9,daum.net,불교,스탠다드(제일),867-66-768335,7
22129,허지상,여성,155.9,45.0,B형,19790521,010-6594-7868,mimw0w2va,yahoo.com,기독교,기업은행,561-383268-93-068,2
22132,하석성,여성,149.5,55.1,O형,19870826,010-7919-0758,gclgx0mjv,yahoo.com,기독교,우리은행,4119-846-726533,6
22133,김준상,여성,158.2,56.0,A형,19720404,010-7263-9245,grrihh0d,naver.com,기독교,국민은행,279941-45-717596,4
22134,이현정,남성,173.4,68.0,A형,19690408,010-3312-1597,w20tf2l,gmail.com,무교,수협중앙회,4604-4170-3144,1
22138,최석훈,여성,153.8,56.8,O형,19820711,010-8941-9245,c7ps2bz1a0ju8,gmail.com,무교,NH농협,155-8477-755-20,1
22141,박훈준,남성,169.6,73.2,A형,19880405,010-5089-6485,jmc0bct,yahoo.com,천주교,한국씨티은행,651-647915-776,1
22142,정정희,남성,168.4,63.9,A형,19910920,010-2111-7364,i4tv95j,daum.net,불교,수협중앙회,7082-6491-4925,2
22148,유우성,남성,166.2,63.7,O형,19581223,010-9693-0703,eaelfaismod,daum.net,불교,수협중앙회,3142-1710-8162,2
22154,김준지,여성,160.8,54.3,O형,19591027,010-8894-7755,aet8byp7go3j,gmail.com,무교,수협중앙회,0890-8488-1304,4
22173,장상석,남성,170.8,58.0,AB형,19920304,010-9182-1234,yjebvtt6,yahoo.com,무교,한국씨티은행,265-508094-832,5
22175,김훈서,남성,177.1,57.1,O형,19731019,010-6059-8436,vitv9pud,yahoo.com,무교,한국씨티은행,826-065789-664,5
22186,김지은,남성,172.5,63.8,AB형,19710620,010-7540-0439,zt7dy3vgfiflz,gmail.com,기독교,우리은행,9745-222-464128,1
22189,금석지,여성,158.2,54.8,A형,19810227,010-7549-3914,zm11p3,daum.net,불교,NH농협,320-5171-168-54,4
22203,박지덕,남성,177.4,60.9,O형,19571019,010-5744-7692,xf5dva2rfyog8,yahoo.com,무교,한국씨티은행,928-870283-756,7
22205,정서현,남성,168.8,66.0,O형,19790104,010-2417-7565,xc2jjp9tthpdq,naver.com,무교,우리은행,8479-484-949047,1
22214,배남종,여성,160.6,55.6,O형,19960615,010-9922-8321,t2rmx2904gfq8,gmail.com,불교,하나은행,722-436600-77506,4
22215,박정현,남성,175.0,68.5,B형,19810816,010-6957-1796,y1fw0ja0w,gmail.com,기독교,NH농협,387-9993-692-71,8
22222,이준석,여성,161.8,58.7,O형,19880802,010-8156-7687,e5n0oocorbk,gmail.com,무교,기업은행,917-637544-46-722,1
22224,허영지,여성,158.1,52.2,B형,19731215,010-1368-2283,brd12zm7rs,daum.net,기독교,신한은행,542-112-007257,3
22231,이석용,여성,150.1,50.5,O형,19730504,010-5745-5693,dzs8crq6fnz,gmail.com,불교,우리은행,2100-868-450082,8
22233,노서종,남성,177.2,61.2,AB형,19801117,010-0624-8388,v9g8flihl,gmail.com,불교,외환은행,420-797564-603,6
22241,류훈협,남성,171.2,72.3,A형,19510610,010-1643-4416,aiktich9v,yahoo.com,무교,새마을금고,0-24907175046-7,5
22243,이준우,여성,154.3,53.2,O형,19680621,010-2991-7530,t55jnj,yahoo.com,무교,신한은행,245-796-770310,2
22255,김우협,남성,171.2,59.6,AB형,19950107,010-5681-7600,iwc8gz,naver.com,무교,외환은행,190-480622-997,8
22256,문우종,남성,169.9,61.6,B형,19950224,010-5259-6349,due2n0nxx,naver.com,불교,신한은행,651-952-261638,8
22263,송영우,여성,146.1,53.3,A형,19830810,010-9179-0441,sine1ql6,yahoo.com,무교,하나은행,290-841253-39516,2
22267,김협서,여성,158.6,58.9,A형,19840823,010-4771-8466,x97nq1kmonq,gmail.com,기독교,외환은행,639-170038-161,3
22269,박상지,남성,163.1,60.6,A형,19800413,010-6897-4441,qdkxpur5,naver.com,무교,신한은행,736-826-899189,6
22274,김준지,남성,171.8,63.2,A형,19651227,010-9459-4621,w1kobup4,naver.com,무교,외환은행,856-636924-344,5
22278,전준희,여성,158.6,53.0,B형,19501129,010-6153-9748,gthizb2o,gmail.com,불교,외환은행,657-720454-956,2
22279,정정석,여성,161.1,53.1,A형,19960509,010-2215-0587,ylbuo3spw,gmail.com,무교,새마을금고,0-30978308941-6,6
22281,양택희,남성,166.6,73.0,B형,19500607,010-7410-0814,u370ridf9xnt,yahoo.com,기독교,한국씨티은행,209-935767-691,2
22282,김훈준,남성,164.1,64.7,A형,19861125,010-6664-7898,aqvm6wbzz,naver.com,기독교,한국씨티은행,466-410676-647,5
22284,김정영,남성,172.1,67.5,AB형,19660324,010-8397-8247,ajg89r75ieu,gmail.com,무교,신한은행,418-058-765824,4
22287,윤성훈,남성,175.5,63.1,A형,19621207,010-0961-9813,ks0uozh,naver.com,천주교,한국씨티은행,727-707121-165,6
22292,김지진,남성,169.4,68.1,A형,19700815,010-3979-5535,twl8wnzc54k,gmail.com,불교,국민은행,856476-04-914721,6
22294,장희준,여성,153.5,56.0,B형,19941025,010-6246-8257,u972c6m,naver.com,기독교,신한은행,781-040-346591,5
22308,김진훈,남성,176.1,57.9,O형,19461008,010-2615-9274,tsxf9zkvwrto,daum.net,불교,새마을금고,4-93747898310-8,2
22310,조지상,남성,168.6,68.4,AB형,19870220,010-8498-0426,i07pov03wo,gmail.com,기독교,국민은행,207463-82-133581,5
22316,박훈희,여성,144.7,56.3,A형,19710116,010-7568-3541,xsxjp1fu,naver.com,기독교,외환은행,944-530076-722,5
22319,김훈남,남성,170.3,74.0,A형,19881108,010-0454-6450,cslsbt1tsyt,gmail.com,천주교,외환은행,243-404262-555,3
22320,김서영,여성,156.6,54.9,A형,19960331,010-1852-6038,a6ve6s513she,naver.com,기독교,외환은행,560-426944-224,2
22325,문택진,남성,166.2,63.6,A형,19710125,010-0706-2951,djitlqu50,daum.net,무교,수협중앙회,2697-0012-0968,3
22328,정영서,남성,177.2,67.8,B형,19950808,010-9447-0566,bkrwbxpoizhg,naver.com,불교,수협중앙회,3573-2696-5432,6
22329,신종남,남성,170.7,66.5,AB형,19541231,010-7035-7945,ehr4qnustcba,gmail.com,기독교,기업은행,712-891349-25-708,2
22336,이정우,여성,151.2,51.9,O형,19890720,010-8572-8289,jgr3ub01i,gmail.com,불교,기업은행,932-388535-01-582,7
22337,이석준,여성,152.7,54.6,AB형,19650409,010-3474-2184,avdm0tiazu4,yahoo.com,무교,기업은행,570-533366-70-134,9
22338,이진우,남성,167.7,62.1,A형,19520823,010-8389-1899,wxoq668lb,yahoo.com,무교,새마을금고,4-34355147292-0,6
22351,최영지,여성,151.0,61.6,B형,19860824,010-0936-8538,z2teatl,yahoo.com,기독교,하나은행,699-102176-19445,8
22352,김희우,남성,163.9,61.6,O형,19570717,010-8463-8586,lh4mvko989q,naver.com,기독교,기업은행,795-786330-11-079,7
22354,도훈용,남성,165.2,70.4,B형,19590220,010-6735-1435,mbftcbrx,gmail.com,무교,국민은행,856299-26-810466,6
22355,김은석,여성,152.8,57.1,A형,19800506,010-4073-9243,ju761w8l2,daum.net,기독교,기업은행,059-290289-91-977,4
22360,방진석,남성,170.0,61.0,O형,19760110,010-5718-7365,lv8kjfw,gmail.com,기독교,스탠다드(제일),775-13-185308,3
22365,천정은,여성,157.8,57.6,AB형,19670921,010-3062-7233,opta6c7hvm1,naver.com,무교,하나은행,693-068147-71041,3
22368,김정남,남성,164.7,62.3,B형,19571007,010-1086-9691,ze4aeiy3ub3ho,gmail.com,무교,외환은행,102-234311-306,4
22380,오협덕,여성,167.2,56.1,O형,19891127,010-3563-0879,frxvax69qm0gc,daum.net,무교,NH농협,409-3095-345-63,7
22383,공훈희,여성,159.2,54.6,AB형,19570302,010-9268-4082,ae7g674z5dq9i,daum.net,무교,외환은행,171-894520-936,8
22389,김현성,여성,156.1,57.9,B형,19570408,010-3323-2596,umx2kac,naver.com,불교,스탠다드(제일),066-12-553077,1
22392,윤서종,남성,168.3,62.3,B형,19511006,010-3817-2956,erdzh13,daum.net,무교,국민은행,778388-65-172230,6
22395,정덕훈,여성,154.8,58.3,A형,19750318,010-4720-9818,fmsl14c03q,gmail.com,기독교,기업은행,925-425145-40-404,3
22396,김정지,여성,152.6,54.8,A형,19571124,010-6773-9614,vscgvnz,daum.net,불교,국민은행,849068-46-670936,2
22397,박협희,남성,168.9,67.9,A형,19720204,010-8887-7555,evro4lmc4,yahoo.com,기독교,우리은행,7865-994-994052,1
22404,김덕현,여성,149.9,52.0,AB형,19510420,010-3787-6758,pbcbs2v,gmail.com,무교,한국씨티은행,919-098024-788,2
22406,김준서,여성,156.4,54.9,A형,19530706,010-8586-1304,c02qw62d5ey8y,yahoo.com,무교,신한은행,493-633-629454,7
22412,오종석,남성,175.7,64.0,O형,19830429,010-0767-6893,x13ae4,yahoo.com,무교,새마을금고,7-17223472606-2,9
22423,배용성,여성,150.9,58.5,A형,19860802,010-4637-8433,fpcbgp1,naver.com,무교,NH농협,096-4810-918-53,8
22425,이지희,여성,158.9,54.1,AB형,19850623,010-8654-6700,lkfgjxth,yahoo.com,무교,우리은행,9396-790-458905,6
22426,유정지,남성,167.8,63.8,B형,19910115,010-4784-2515,mt8ihxcvm,yahoo.com,불교,한국씨티은행,128-920333-747,2
22431,황석상,남성,169.9,59.8,A형,19540923,010-6388-3847,snb6md5u,gmail.com,불교,우리은행,8514-696-755598,5
22443,박우택,여성,153.5,47.9,B형,19780818,010-5963-5539,ik6mu73xt,yahoo.com,기독교,수협중앙회,5710-6551-1515,8
22444,배진남,남성,166.8,64.5,B형,19710830,010-7467-5669,xvs8thjs,gmail.com,불교,새마을금고,3-10916155316-6,6
22451,차종용,여성,157.8,55.1,O형,19460110,010-7614-1297,yrxyuwa2b,yahoo.com,불교,국민은행,942334-49-782582,8
22454,백지서,여성,161.9,53.5,O형,19820702,010-3182-4237,r4z21v,daum.net,천주교,수협중앙회,8019-9126-2958,5
22460,손준훈,여성,160.7,53.6,AB형,19620529,010-6050-1455,sf6mzh0up1t,naver.com,무교,하나은행,360-153161-83300,2
22461,채우희,남성,177.2,68.2,B형,19750315,010-3825-2342,n5ec2nad2v2b,naver.com,기독교,수협중앙회,6908-5609-8991,7
22464,정택남,여성,154.3,55.4,B형,19640609,010-5607-4960,zv23qquhvscp,daum.net,불교,스탠다드(제일),978-90-582405,4
22465,이지용,남성,174.3,60.0,A형,19510410,010-9628-7909,ncpka2golg,yahoo.com,무교,하나은행,363-283442-57609,3
22467,신훈지,여성,154.5,53.3,AB형,19600104,010-7492-2770,w4y46rof6,yahoo.com,천주교,한국씨티은행,469-781077-606,7
22473,노서석,남성,170.4,63.1,O형,19661220,010-5737-6313,p7a19qo,gmail.com,무교,스탠다드(제일),102-04-420280,3
22474,박협우,여성,156.4,57.5,B형,19590511,010-7965-4896,gu2cyqrop3el,gmail.com,천주교,NH농협,794-4354-563-69,1
22487,송준훈,남성,162.9,60.7,O형,19830617,010-7692-1481,p2khn833f1,gmail.com,천주교,수협중앙회,3043-2544-3587,9
22491,김지상,여성,160.5,50.2,A형,19750304,010-8122-6095,x52fqxk0z,naver.com,무교,기업은행,272-703976-44-363,8
22492,김우석,여성,152.0,50.6,O형,19760109,010-7296-9354,w76deiovl0w5k,gmail.com,무교,하나은행,549-852275-04080,2
22496,안석희,남성,166.9,61.7,B형,19580510,010-1158-1596,ulrnoi3,daum.net,불교,신한은행,545-679-509643,7
22506,이택석,여성,155.6,58.8,A형,19860108,010-2216-1441,bowqlv5rwc,yahoo.com,불교,새마을금고,2-43733248405-6,9
22507,조성은,여성,153.4,59.1,B형,19541226,010-4933-3874,jp1jh1w6ezry,yahoo.com,기독교,수협중앙회,5766-2592-1034,9
22512,이훈덕,여성,160.5,55.4,B형,19730719,010-3543-7808,rv2v2u,daum.net,무교,NH농협,582-9896-147-88,2
22516,정훈덕,남성,173.3,65.9,AB형,19901018,010-6033-7904,h0s8d4mvdi,yahoo.com,천주교,NH농협,334-0508-415-00,6
22520,이남지,여성,153.1,63.7,O형,19960825,010-8022-2379,pzt3suo1p,gmail.com,기독교,기업은행,193-992359-12-524,6
22524,노우상,여성,152.6,53.9,O형,19940218,010-0685-1617,gjrghp9y,daum.net,기독교,기업은행,047-752006-85-088,6
22528,이희우,남성,174.7,65.5,B형,19461014,010-1373-9710,hea87dmpucwv1,gmail.com,기독교,국민은행,407203-50-553713,4
22541,이용훈,여성,166.6,52.8,B형,19840819,010-9285-1158,b23trzcl,gmail.com,기독교,신한은행,747-559-363938,8
22543,송석남,남성,166.7,67.1,B형,19671113,010-0559-3826,zvmkecfmjxf8s,yahoo.com,무교,새마을금고,8-20284827180-6,7
22555,김지은,여성,158.5,53.3,O형,19880505,010-0658-6368,wchl5gxp,gmail.com,무교,스탠다드(제일),293-69-993280,8
22556,김지훈,여성,161.9,50.7,B형,19710124,010-2682-1851,izu0ft8f,daum.net,무교,하나은행,713-201582-10488,1
22558,허종택,남성,168.1,64.4,AB형,19741010,010-0055-1858,o5r0q9vzv0,daum.net,기독교,새마을금고,7-40517470154-9,2
22559,신종협,남성,167.2,66.1,A형,19880826,010-6526-1846,hs86dkap02j,naver.com,기독교,새마을금고,6-84245933663-0,4
22562,이덕훈,남성,168.5,70.0,B형,19670811,010-6997-0327,le1ubds2vo,yahoo.com,불교,수협중앙회,0955-0767-6916,8
22563,최훈성,여성,157.1,56.9,B형,19610824,010-2972-1788,mbnkx18m3,yahoo.com,무교,기업은행,762-127663-58-339,8
22564,정협용,남성,175.2,68.8,A형,19710910,010-2195-7372,ftendw2jf3vy1,naver.com,무교,우리은행,7067-827-665976,3
22565,이정종,여성,161.0,53.1,O형,19530308,010-6036-0786,oih9io45wjs6,naver.com,무교,국민은행,638152-47-765275,5
22566,김훈희,남성,175.0,70.2,AB형,19510814,010-8927-2769,mc2c3kj,gmail.com,무교,새마을금고,6-42634121208-5,6
22568,정정영,남성,170.9,59.4,O형,19641123,010-8569-2844,zrauhl2rt,naver.com,무교,한국씨티은행,373-169952-231,5
22579,윤우상,남성,167.4,61.8,O형,19760827,010-4387-6145,wy5leev,naver.com,불교,신한은행,193-667-505082,3
22582,박택남,남성,168.9,75.2,A형,19860821,010-8321-3028,egax7c,yahoo.com,천주교,국민은행,004781-09-459900,3
22586,이우현,남성,171.4,65.5,O형,19661121,010-0751-6782,giyisvs139,daum.net,무교,국민은행,589654-23-309490,8
22589,김택지,여성,148.9,51.3,A형,19470323,010-1632-6472,yi4p7wuou,gmail.com,무교,기업은행,438-460658-92-548,6
22595,김성택,남성,165.8,62.6,O형,19571108,010-9628-1996,eft6ujlj4,naver.com,기독교,수협중앙회,8361-6098-0643,5
22600,이지협,남성,166.6,62.9,A형,19920131,010-7297-4692,btq40vue1g5,daum.net,불교,국민은행,114173-73-425487,8
22601,김훈상,여성,162.8,47.9,B형,19520401,010-7990-1173,c5no28ifu7w,naver.com,무교,새마을금고,1-94498013061-3,8
22602,박희덕,남성,175.1,70.4,A형,19850323,010-6014-9886,p97kvz3a4v55,daum.net,무교,새마을금고,7-49283308808-9,2
22605,최영우,여성,152.9,53.5,B형,19830807,010-6312-1052,k0vaqg6d9m,daum.net,무교,하나은행,725-658819-77508,1
22608,김훈지,남성,170.9,68.9,A형,19800907,010-8410-8593,b9xyy2mk,yahoo.com,무교,새마을금고,4-89959096174-1,3
22615,임우상,여성,158.1,64.5,A형,19540810,010-5036-0220,ccnw821n7l,gmail.com,천주교,기업은행,401-156630-79-067,4
22621,정남지,여성,154.7,55.9,A형,19870211,010-6780-9267,ryofpu7sy2,naver.com,무교,신한은행,345-045-086263,2
22622,안용남,여성,158.6,55.1,A형,19790510,010-9594-1235,c7wa2yzliyb,gmail.com,무교,하나은행,430-344834-62753,2
22630,김석택,여성,153.5,57.8,O형,19730603,010-8744-2610,t1h7mj94u80t,gmail.com,불교,국민은행,806573-38-587345,7
22638,양준희,남성,169.1,67.4,A형,19861231,010-8131-2324,gy4ncosboru,gmail.com,기독교,스탠다드(제일),329-24-104809,8
22641,김진지,여성,153.7,49.6,AB형,19951023,010-7013-9340,awwcgpq2,daum.net,무교,외환은행,286-385121-999,5
22642,박훈희,여성,158.3,57.7,B형,19810315,010-7425-7143,dgv9u8d,yahoo.com,무교,하나은행,593-035908-69703,3
22648,태성종,남성,167.3,66.9,A형,19750520,010-6791-7576,s3kxgrx,gmail.com,무교,외환은행,738-176912-951,5
22658,박현택,남성,166.8,63.7,AB형,19891222,010-4200-1413,gy2q4t,gmail.com,불교,우리은행,8687-221-830683,9
22663,김종서,여성,151.8,53.9,AB형,19821225,010-5753-9229,r5qj65c06g4,yahoo.com,무교,스탠다드(제일),608-47-352538,1
22667,정지석,남성,166.7,67.0,O형,19941123,010-4483-3382,zaaaoy6,yahoo.com,불교,우리은행,9651-431-313470,1
22670,김우택,남성,174.0,75.6,O형,19840406,010-4991-2048,q4fbid,naver.com,무교,신한은행,141-597-977622,9
22671,이훈덕,여성,156.9,53.7,O형,19930612,010-4442-8167,n5gmgvl936um,daum.net,무교,하나은행,712-616168-40896,2
22674,최현진,여성,152.8,50.3,B형,19790122,010-3416-2356,kg1keb0,daum.net,불교,국민은행,462382-04-840267,9
22676,안희지,남성,174.5,67.9,B형,19890502,010-8056-6067,uo8pqu5ta,naver.com,무교,외환은행,950-086831-144,9
22677,손영덕,남성,169.6,69.4,B형,19540504,010-9839-8482,s8qp3gap2,naver.com,기독교,외환은행,752-396764-473,6
22678,류현영,남성,170.6,62.4,A형,19641126,010-8812-2563,o388khfy,daum.net,불교,하나은행,040-443180-76254,8
22680,남지남,여성,161.1,54.0,AB형,19810214,010-1821-0539,oeb6pl,gmail.com,불교,우리은행,8709-890-832404,2
22692,최남현,남성,174.6,71.0,B형,19680427,010-8748-8628,girehq,yahoo.com,무교,우리은행,6306-439-897793,4
22700,이지준,남성,174.1,67.0,A형,19890519,010-8426-0279,migl8bmbqm,naver.com,기독교,스탠다드(제일),316-88-393061,1
22705,심훈석,남성,170.6,67.5,A형,19661111,010-4052-2421,qtj9v7pr,gmail.com,불교,국민은행,113889-93-096957,3
22713,오협덕,여성,152.8,52.8,O형,19810730,010-2267-7313,ictz0zm46d0w,naver.com,무교,새마을금고,3-50706809209-6,8
22721,김용성,여성,149.4,55.3,B형,19900205,010-7001-9401,kjr24wsvsx,naver.com,기독교,하나은행,007-832024-11872,4
22726,황준은,남성,171.6,58.3,O형,19550113,010-0305-6724,zff0cb,gmail.com,무교,국민은행,474106-32-886269,6
22728,이용훈,여성,150.9,54.0,B형,19941006,010-8493-8080,n9al0rjfwdju1,naver.com,불교,신한은행,722-675-136907,4
22735,황성희,여성,152.2,58.9,B형,19690216,010-1510-4147,fqat2ht7,naver.com,무교,NH농협,697-9595-509-95,9
22736,한택용,여성,156.7,55.1,AB형,19590413,010-7069-4020,d8w65t286c0,naver.com,무교,국민은행,487217-75-720353,5
22737,허지서,여성,158.3,55.8,B형,19890704,010-2171-0559,otug0k3lhh6,naver.com,무교,새마을금고,2-39764868407-2,8
22739,이성훈,남성,170.3,63.1,AB형,19520501,010-7228-6521,s65rs69,daum.net,불교,한국씨티은행,159-336020-831,4
22741,홍정우,남성,175.7,65.4,B형,19551108,010-3252-6370,qjg4ykk,gmail.com,불교,국민은행,634042-93-307813,9
22747,손덕택,여성,162.5,52.8,AB형,19850610,010-8443-5403,m7okmteiz5,yahoo.com,무교,신한은행,584-146-570608,1
22755,김정훈,여성,165.3,54.2,B형,19951119,010-9102-6123,i4mih1,yahoo.com,무교,수협중앙회,7580-8780-0056,9
22756,차준택,남성,173.2,67.8,A형,19830309,010-2735-7313,ls9ih7l68j,naver.com,기독교,신한은행,528-065-711563,2
22759,이종영,남성,168.8,70.1,B형,19631030,010-6767-1298,w2rl19w4o,gmail.com,무교,기업은행,652-744487-60-543,5
22765,심희준,여성,158.0,52.4,AB형,19860105,010-5420-8868,g6m77f3,daum.net,불교,수협중앙회,6816-3882-5891,4
22774,정훈덕,여성,149.5,54.6,A형,19750226,010-6534-8473,za14pawp0k,gmail.com,무교,기업은행,442-871162-89-460,1
22777,정종정,여성,156.3,56.9,B형,19561114,010-7641-6769,wj3c35kl,daum.net,기독교,국민은행,782533-55-213876,3
22781,노진지,남성,162.4,64.1,B형,19660212,010-6682-6770,z4926g1,naver.com,무교,국민은행,737032-11-614893,8
22782,조우종,남성,163.0,62.6,AB형,19530302,010-4867-9620,m7lgeeb0,daum.net,불교,기업은행,526-903286-44-700,1
22792,김협상,여성,164.6,57.0,O형,19850626,010-6978-3782,brcm5knfef,naver.com,기독교,스탠다드(제일),542-37-811177,4
22799,황준진,남성,171.4,64.7,O형,19860102,010-3720-2729,z4cmnqcm6ob,daum.net,무교,새마을금고,1-24589652825-1,8
22801,임희택,여성,153.2,62.2,B형,19780917,010-1667-9453,xojtlkhp,daum.net,무교,기업은행,046-863184-50-913,5
22802,김덕진,남성,170.1,62.2,O형,19830525,010-4114-0608,tyq3yz5,yahoo.com,무교,외환은행,689-101162-481,5
22809,이준성,여성,153.4,48.7,O형,19850928,010-9132-7771,n3vl13dfsq,naver.com,무교,기업은행,993-704616-17-447,5
22820,양진택,여성,157.6,51.3,A형,19790109,010-6519-1913,vdzlxo4c,yahoo.com,불교,신한은행,156-944-871306,1
22821,이협영,남성,172.9,59.9,A형,19720401,010-3162-1644,zvgbt0lnqypjo,naver.com,무교,하나은행,011-033608-98561,3
22822,정준지,남성,164.9,69.0,B형,19460302,010-8352-3063,e87cqhdw,daum.net,불교,수협중앙회,8964-0201-2183,9
22825,문영용,남성,159.4,65.6,AB형,19900130,010-8385-7525,teveav2zgvzz8,naver.com,무교,NH농협,274-7463-542-07,8
22828,김준희,남성,174.7,63.1,B형,19740527,010-3520-4765,i0u984htjf2,gmail.com,무교,기업은행,464-472304-71-654,8
22830,박현지,남성,173.0,67.2,B형,19620605,010-1811-7126,l23zmnq,daum.net,기독교,새마을금고,1-29140384618-4,3
22839,서준종,여성,161.5,48.1,AB형,19700322,010-1383-1575,eyogp2du0axs,naver.com,기독교,우리은행,6788-241-511930,5
22852,김우성,여성,151.8,50.9,O형,19960709,010-9997-5750,lt7s15,yahoo.com,불교,기업은행,882-192696-02-787,5
