No,이름,성별,신장,체중,혈액형,생일,전화번호,이메일아이디,이메일도메인,종교관,최종학력,전공,학점
18082,최**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1964****,*************,*************,naver.com,무교,상명대학교,자연,3.62
3753,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1965****,*************,*************,daum.net,무교,감리교신학대학교,인문,2.39
4993,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1965****,*************,*************,naver.com,기독교,한성대학교,교육,3.3
8393,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1965****,*************,*************,yahoo.com,기독교,총신대학교,공학,4.28
12831,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1965****,*************,*************,yahoo.com,불교,연세대학교,의학,1.06
28191,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1965****,*************,*************,daum.net,불교,장로회신학대학교,자연,2.71
31880,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1965****,*************,*************,naver.com,무교,서울과학기술대학교,의학,3.66
33717,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1965****,*************,*************,gmail.com,기독교,경기대학교,사회,1.74
4626,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1965****,*************,*************,gmail.com,기독교,삼육대학교,법학,3.88
7659,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1965****,*************,*************,daum.net,무교,덕성자대학교,교육,2.42
23836,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1965****,*************,*************,yahoo.com,기독교,국민대학교,의학,2.03
23895,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1965****,*************,*************,naver.com,무교,성공회대학교,사회,2.12
34554,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1965****,*************,*************,daum.net,기독교,서울여자대학교,자연,0.71
1602,박**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1965****,*************,*************,naver.com,무교,경기대학교,교육,0.98
2602,박**,여성,"[160.0, 170.0[","[60.0, 70.0[",O형,1965****,*************,*************,daum.net,불교,서울기독대학교,사회,3.55
2610,박**,여성,"[160.0, 170.0[","[60.0, 70.0[",A형,1965****,*************,*************,yahoo.com,무교,성균관대학교,의학,4.18
13884,박**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1965****,*************,*************,daum.net,불교,총신대학교,예체능,1.41
33171,박**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1965****,*************,*************,yahoo.com,무교,그리스도대학교,자연,0.66
3683,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1965****,*************,*************,daum.net,무교,성신여자대학교,사회,0.81
5025,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1965****,*************,*************,daum.net,기독교,감리교신학대학교,교육,2.46
7334,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1965****,*************,*************,naver.com,무교,상명대학교,공학,3
19591,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1965****,*************,*************,naver.com,천주교,한성대학교,교육,0.58
21330,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1965****,*************,*************,gmail.com,불교,성균관대학교,사회,0.14
36319,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1965****,*************,*************,naver.com,기독교,서울대학교,법학,3.15
12313,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1965****,*************,*************,naver.com,불교,중앙대학교,교육,2.18
15170,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1965****,*************,*************,naver.com,무교,육군사관학교,법학,3.05
23801,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1965****,*************,*************,naver.com,불교,가톨릭대학교,사회,3.75
28546,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1965****,*************,*************,yahoo.com,천주교,중앙대학교,인문,1.37
33355,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1965****,*************,*************,daum.net,기독교,경희대학교,예체능,4.08
37405,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1965****,*************,*************,gmail.com,무교,세종대학교,사회,3.91
13981,장**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1965****,*************,*************,yahoo.com,무교,서울시립대학교,예체능,2.86
28812,장**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1965****,*************,*************,naver.com,천주교,경희대학교,자연,3.12
35377,장**,남성,"[170.0, 180.0[","[60.0, 70.0[",AB형,1965****,*************,*************,naver.com,무교,서강대학교,의학,4.48
5487,홍**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1965****,*************,*************,yahoo.com,불교,동국대학교,의학,4.07
27185,홍**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1965****,*************,*************,gmail.com,무교,서울여자대학교,사회,2.37
28362,홍**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1965****,*************,*************,yahoo.com,무교,광운대학교,자연,1.77
29979,홍**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1965****,*************,*************,naver.com,기독교,한국예술종합학교,공학,3.81
22304,황**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1965****,*************,*************,naver.com,무교,서강대학교,법학,0.26
23952,황**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1965****,*************,*************,gmail.com,무교,홍익대학교,자연,2.91
36501,황**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1965****,*************,*************,yahoo.com,무교,동국대학교,사회,1.31
3376,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1966****,*************,*************,yahoo.com,불교,서경대학교,인문,2.73
7005,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1966****,*************,*************,yahoo.com,기독교,삼육대학교,자연,3.61
10692,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1966****,*************,*************,naver.com,무교,명지대학교,인문,2.02
31866,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1966****,*************,*************,yahoo.com,무교,그리스도대학교,자연,2.22
34102,김**,여성,"[160.0, 170.0[","[60.0, 70.0[",AB형,1966****,*************,*************,yahoo.com,무교,한국체육대학교,법학,1.36
36055,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1966****,*************,*************,daum.net,무교,숙명여자대학교,예체능,1.11
37356,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1966****,*************,*************,gmail.com,불교,한영신학대학교,의학,3.13
38713,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1966****,*************,*************,gmail.com,기독교,건국대학교,자연,3.95
1548,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1966****,*************,*************,yahoo.com,천주교,성신여자대학교,예체능,3.94
7522,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1966****,*************,*************,yahoo.com,무교,한양대학교,예체능,3.65
15231,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1966****,*************,*************,daum.net,불교,동덕여자대학교,교육,3.46
21260,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1966****,*************,*************,yahoo.com,기독교,덕성자대학교,법학,3.02
22284,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",AB형,1966****,*************,*************,gmail.com,무교,감리교신학대학교,법학,3.95
22752,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1966****,*************,*************,gmail.com,기독교,고려대학교,법학,2.03
22903,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1966****,*************,*************,gmail.com,무교,가톨릭대학교,예체능,3.12
24089,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1966****,*************,*************,naver.com,기독교,한성대학교,예체능,4
30448,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",AB형,1966****,*************,*************,yahoo.com,불교,KAIST,공학,3.84
2766,박**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1966****,*************,*************,yahoo.com,무교,육군사관학교,법학,4.45
12479,박**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1966****,*************,*************,yahoo.com,불교,성공회대학교,공학,3.41
34427,박**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1966****,*************,*************,naver.com,무교,광운대학교,교육,4.19
35383,박**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1966****,*************,*************,gmail.com,무교,경기대학교,공학,0.43
1065,서**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1966****,*************,*************,naver.com,불교,이화여자대학,법학,1.31
15616,서**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1966****,*************,*************,naver.com,무교,총신대학교,교육,3.92
25795,서**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1966****,*************,*************,gmail.com,기독교,국민대학교,공학,3.9
20685,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",AB형,1966****,*************,*************,gmail.com,기독교,경기대학교,자연,3.08
20950,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",AB형,1966****,*************,*************,daum.net,불교,추계예술대학교,교육,2.24
21697,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1966****,*************,*************,yahoo.com,무교,한국외국어대학교,공학,3.83
26626,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1966****,*************,*************,gmail.com,무교,성신여자대학교,자연,1.06
30927,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1966****,*************,*************,yahoo.com,기독교,성신여자대학교,법학,1.54
31972,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1966****,*************,*************,yahoo.com,불교,감리교신학대학교,교육,2.15
2676,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1966****,*************,*************,naver.com,불교,세종대학교,법학,2.77
6075,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1966****,*************,*************,naver.com,천주교,성공회대학교,예체능,2.37
12840,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1966****,*************,*************,daum.net,불교,한양대학교,교육,3.4
15904,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1966****,*************,*************,gmail.com,무교,연세대학교,사회,1.55
21003,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1966****,*************,*************,daum.net,기독교,숭실대학교,공학,0.36
30724,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",AB형,1966****,*************,*************,yahoo.com,불교,이화여자대학,법학,3.27
34714,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1966****,*************,*************,yahoo.com,기독교,명지대학교,사회,3.29
35110,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1966****,*************,*************,naver.com,무교,한국성서대학교,법학,3.83
35320,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1966****,*************,*************,gmail.com,무교,경희대학교,예체능,0.1
22029,정**,여성,"[160.0, 170.0[","[60.0, 70.0[",A형,1966****,*************,*************,daum.net,불교,서울여자대학교,인문,0.37
31354,정**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1966****,*************,*************,daum.net,불교,삼육대학교,교육,2.7
36133,정**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1966****,*************,*************,daum.net,기독교,서울과학기술대학교,공학,2.1
38093,정**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1966****,*************,*************,naver.com,불교,숙명여자대학교,예체능,3.09
458,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1967****,*************,*************,yahoo.com,기독교,한성대학교,교육,2.4
1343,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1967****,*************,*************,yahoo.com,무교,서울여자대학교,의학,0.02
2231,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1967****,*************,*************,daum.net,무교,한성대학교,자연,0.95
6748,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1967****,*************,*************,gmail.com,불교,서울대학교,교육,4.03
12371,김**,여성,"[160.0, 170.0[","[60.0, 70.0[",AB형,1967****,*************,*************,naver.com,무교,한국방송통신대학교,예체능,1.97
18767,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1967****,*************,*************,naver.com,무교,경기대학교,의학,3.26
19368,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",AB형,1967****,*************,*************,yahoo.com,무교,경희대학교,의학,2.23
35191,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1967****,*************,*************,daum.net,불교,연세대학교,의학,0.4
37278,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1967****,*************,*************,naver.com,기독교,명지대학교,예체능,4.33
37555,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1967****,*************,*************,daum.net,불교,숙명여자대학교,공학,1.03
1805,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1967****,*************,*************,daum.net,기독교,동국대학교,공학,4.26
13821,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1967****,*************,*************,gmail.com,무교,경희대학교,사회,4.42
25465,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1967****,*************,*************,yahoo.com,기독교,홍익대학교,의학,0.44
32662,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1967****,*************,*************,gmail.com,불교,명지대학교,예체능,4.19
3812,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1967****,*************,*************,daum.net,무교,경희대학교,의학,1.08
8451,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1967****,*************,*************,daum.net,무교,가톨릭대학교,인문,2.43
19470,이**,여성,"[160.0, 170.0[","[60.0, 70.0[",A형,1967****,*************,*************,gmail.com,무교,상명대학교,교육,0.02
28361,이**,여성,"[160.0, 170.0[","[60.0, 70.0[",O형,1967****,*************,*************,daum.net,불교,감리교신학대학교,자연,2.38
28978,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1967****,*************,*************,naver.com,무교,숙명여자대학교,교육,3.56
32005,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1967****,*************,*************,daum.net,천주교,동덕여자대학교,교육,1.34
36971,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1967****,*************,*************,yahoo.com,기독교,서경대학교,사회,2.19
37813,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1967****,*************,*************,daum.net,불교,동덕여자대학교,사회,2.35
25181,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1967****,*************,*************,naver.com,기독교,상명대학교,공학,0.19
28825,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1967****,*************,*************,gmail.com,무교,한성대학교,자연,2.53
29206,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1967****,*************,*************,yahoo.com,기독교,한양대학교,교육,0.04
35352,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1967****,*************,*************,naver.com,기독교,연세대학교,자연,4.33
339,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1968****,*************,*************,yahoo.com,기독교,그리스도대학교,의학,0.79
5108,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1968****,*************,*************,yahoo.com,불교,성균관대학교,교육,3.08
6236,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1968****,*************,*************,daum.net,무교,명지대학교,사회,3.21
7283,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1968****,*************,*************,daum.net,무교,한국방송통신대학교,사회,1.8
9057,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1968****,*************,*************,naver.com,불교,숭실대학교,인문,0.46
12489,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1968****,*************,*************,daum.net,무교,성신여자대학교,교육,0.02
25610,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1968****,*************,*************,naver.com,기독교,세종대학교,교육,3.37
29433,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1968****,*************,*************,gmail.com,불교,숙명여자대학교,자연,2.77
30993,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1968****,*************,*************,naver.com,무교,한국예술종합학교,교육,3.94
35993,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1968****,*************,*************,gmail.com,무교,한양대학교,교육,4.41
38791,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1968****,*************,*************,yahoo.com,기독교,감리교신학대학교,인문,3.94
73,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1968****,*************,*************,daum.net,기독교,그리스도대학교,사회,2.07
12695,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1968****,*************,*************,daum.net,무교,숙명여자대학교,공학,3.61
13627,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1968****,*************,*************,daum.net,기독교,서울여자대학교,공학,2.65
17889,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1968****,*************,*************,naver.com,불교,경희대학교,자연,2.6
18085,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1968****,*************,*************,daum.net,기독교,경희대학교,법학,0.07
29230,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1968****,*************,*************,yahoo.com,기독교,숭실대학교,법학,2.02
2707,박**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1968****,*************,*************,yahoo.com,무교,홍익대학교,사회,4.08
14418,박**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1968****,*************,*************,daum.net,천주교,중앙대학교,의학,1.48
35283,박**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1968****,*************,*************,daum.net,무교,서울시립대학교,교육,1.62
36266,박**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1968****,*************,*************,daum.net,무교,성공회대학교,인문,3.74
36502,박**,남성,"[170.0, 180.0[","[60.0, 70.0[",AB형,1968****,*************,*************,yahoo.com,무교,한국예술종합학교,자연,0.52
5075,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1968****,*************,*************,gmail.com,불교,육군사관학교,교육,2.84
8662,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1968****,*************,*************,daum.net,무교,육군사관학교,공학,0.35
23093,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1968****,*************,*************,gmail.com,무교,서울과학기술대학교,자연,0.19
31556,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1968****,*************,*************,daum.net,무교,가톨릭대학교,예체능,2.9
27533,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1968****,*************,*************,yahoo.com,무교,경희대학교,예체능,3.78
32737,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1968****,*************,*************,naver.com,무교,육군사관학교,교육,1.3
34794,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1968****,*************,*************,daum.net,천주교,서강대학교,자연,1.72
5171,강**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1969****,*************,*************,naver.com,무교,서강대학교,공학,1.09
9602,강**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1969****,*************,*************,daum.net,무교,국민대학교,자연,3.69
15474,강**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1969****,*************,*************,gmail.com,무교,성균관대학교,사회,0.42
5989,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1969****,*************,*************,gmail.com,무교,명지대학교,의학,3.04
15287,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1969****,*************,*************,gmail.com,기독교,건국대학교,공학,0.01
17452,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",AB형,1969****,*************,*************,naver.com,무교,고려대학교,예체능,2.24
23867,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1969****,*************,*************,gmail.com,무교,세종대학교,공학,3.92
26627,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1969****,*************,*************,yahoo.com,무교,서울여자대학교,인문,2.42
27159,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1969****,*************,*************,naver.com,무교,서울대학교,법학,4.41
28344,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",AB형,1969****,*************,*************,naver.com,불교,서경대학교,의학,2.88
29022,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1969****,*************,*************,yahoo.com,불교,광운대학교,법학,1.03
29220,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1969****,*************,*************,gmail.com,무교,서울교육대학교,예체능,3.18
3745,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1969****,*************,*************,yahoo.com,불교,고려대학교,예체능,3.96
6049,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1969****,*************,*************,gmail.com,무교,서울여자대학교,교육,2.1
9341,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1969****,*************,*************,daum.net,기독교,성균관대학교,예체능,0.66
13991,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1969****,*************,*************,yahoo.com,무교,서울여자대학교,의학,3.73
14487,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1969****,*************,*************,daum.net,무교,숙명여자대학교,법학,1.27
26961,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",AB형,1969****,*************,*************,gmail.com,무교,추계예술대학교,예체능,3.52
27729,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1969****,*************,*************,yahoo.com,불교,동덕여자대학교,인문,1.7
36812,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1969****,*************,*************,daum.net,무교,고려대학교,인문,0.03
38324,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1969****,*************,*************,gmail.com,무교,KAIST,예체능,2.34
39032,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",AB형,1969****,*************,*************,naver.com,무교,중앙대학교,자연,1.83
7537,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1969****,*************,*************,naver.com,무교,감리교신학대학교,예체능,3.93
27416,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1969****,*************,*************,gmail.com,무교,성균관대학교,인문,2
27583,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1969****,*************,*************,daum.net,무교,숙명여자대학교,예체능,0.1
29950,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1969****,*************,*************,gmail.com,기독교,삼육대학교,사회,0.94
30306,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",AB형,1969****,*************,*************,yahoo.com,기독교,성공회대학교,예체능,1.82
32928,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1969****,*************,*************,gmail.com,무교,경기대학교,공학,2.64
1237,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1969****,*************,*************,naver.com,기독교,성신여자대학교,법학,3.39
6555,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1969****,*************,*************,gmail.com,무교,경희대학교,인문,2.65
15882,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",AB형,1969****,*************,*************,daum.net,불교,세종대학교,사회,0.7
23538,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1969****,*************,*************,gmail.com,무교,고려대학교,법학,3.7
24052,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1969****,*************,*************,gmail.com,기독교,한국방송통신대학교,교육,3.1
6809,정**,여성,"[160.0, 170.0[","[60.0, 70.0[",B형,1969****,*************,*************,yahoo.com,불교,추계예술대학교,의학,3.85
23986,정**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1969****,*************,*************,daum.net,무교,성공회대학교,교육,3.1
36281,정**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1969****,*************,*************,yahoo.com,불교,한성대학교,법학,3.28
21323,최**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1969****,*************,*************,daum.net,무교,연세대학교,자연,0.1
27910,최**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1969****,*************,*************,naver.com,불교,한국예술종합학교,교육,1.76
30079,최**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1969****,*************,*************,yahoo.com,기독교,서울대학교,법학,2.26
37229,최**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1969****,*************,*************,gmail.com,불교,서경대학교,공학,3.43
2841,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1970****,*************,*************,daum.net,불교,한국체육대학교,의학,1.58
5626,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1970****,*************,*************,naver.com,불교,중앙대학교,예체능,2.16
6239,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1970****,*************,*************,daum.net,기독교,국민대학교,교육,2.38
12235,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1970****,*************,*************,gmail.com,불교,삼육대학교,의학,0.04
12357,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",AB형,1970****,*************,*************,naver.com,불교,중앙대학교,예체능,3.07
12454,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1970****,*************,*************,naver.com,불교,명지대학교,의학,3.23
16285,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1970****,*************,*************,gmail.com,기독교,한양대학교,교육,1.84
18169,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1970****,*************,*************,naver.com,무교,삼육대학교,사회,2.62
21482,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1970****,*************,*************,yahoo.com,기독교,경희대학교,자연,2.97
29209,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1970****,*************,*************,yahoo.com,무교,고려대학교,인문,1.05
35706,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1970****,*************,*************,naver.com,기독교,국민대학교,예체능,0.7
37929,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1970****,*************,*************,yahoo.com,천주교,덕성자대학교,의학,0.01
38418,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1970****,*************,*************,yahoo.com,무교,광운대학교,인문,4.49
39850,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1970****,*************,*************,naver.com,무교,덕성자대학교,교육,3.48
3933,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1970****,*************,*************,daum.net,불교,서울시립대학교,자연,0.56
6622,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1970****,*************,*************,yahoo.com,무교,육군사관학교,공학,4.23
9423,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1970****,*************,*************,gmail.com,기독교,명지대학교,의학,3.58
17109,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1970****,*************,*************,daum.net,무교,서강대학교,예체능,0.15
17282,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1970****,*************,*************,yahoo.com,무교,서울교육대학교,사회,2.17
17587,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1970****,*************,*************,gmail.com,불교,성공회대학교,공학,1.89
18139,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1970****,*************,*************,yahoo.com,기독교,한국체육대학교,법학,0.93
21844,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1970****,*************,*************,gmail.com,무교,한영신학대학교,인문,0.75
23496,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1970****,*************,*************,naver.com,무교,덕성자대학교,공학,0.08
24208,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1970****,*************,*************,gmail.com,불교,성균관대학교,사회,2.51
25233,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1970****,*************,*************,gmail.com,무교,중앙대학교,의학,2.16
