No,이름,성별,신장,체중,혈액형,생일,전화번호,이메일아이디,이메일도메인,종교관,IP,MAC
24345,김협훈,여성,154.2,56.6,O형,19550928,010-4316-4523,twqxwlzei,naver.com,기독교,60.3.41.46,a6:e7:58:7c:56:de
24353,홍희용,남성,171.2,62.3,B형,19581008,010-9032-2340,on2oy9kj,naver.com,무교,71.24.19.186,40:01:9d:9e:45:a4
24358,권택영,남성,171.7,66.4,AB형,19530717,010-5996-9303,i833c5zbu,daum.net,무교,90.250.47.20,fd:d4:66:e2:62:f1
24366,장영훈,여성,158.2,59.1,O형,19591019,010-1852-7298,yku3m0f2lu9,yahoo.com,천주교,138.194.147.229,4e:75:6a:c0:81:84
24374,김현진,남성,177.9,64.4,O형,19721009,010-1192-7999,awrsnzi7,daum.net,기독교,155.194.158.30,da:83:ae:9f:92:ec
24376,신진우,여성,151.5,57.2,A형,19820503,010-2975-2163,qk3vu43b6,daum.net,무교,33.158.186.77,bb:c8:77:1e:81:23
24378,김용진,여성,159.0,58.5,B형,19531013,010-5534-4078,fppp1qvrfvd,daum.net,무교,162.31.142.122,0a:3b:86:6b:36:c7
24379,류정현,여성,148.5,57.4,A형,19691030,010-5698-7604,yaamid1qt58s6,naver.com,기독교,102.156.135.164,e9:25:71:b9:5c:e7
24382,이서훈,여성,154.0,52.4,A형,19860216,010-8103-9888,a7wqw7z,gmail.com,기독교,215.90.244.202,a4:18:ff:2d:8e:47
24385,박덕종,여성,153.1,53.1,O형,19710905,010-8641-8724,edonsbh,naver.com,무교,142.238.167.133,49:40:78:56:3b:70
24387,하희성,여성,156.0,57.5,O형,19860428,010-0810-0984,x8zi15n,yahoo.com,무교,91.124.77.101,ee:d1:a7:df:6d:b4
24395,이은용,남성,174.3,56.5,O형,19510524,010-8698-5986,wa1orz,naver.com,불교,74.98.30.154,57:9a:17:3a:92:1d
24400,정정희,남성,174.0,61.0,A형,19510724,010-3793-6378,hlgyf1m6y,gmail.com,무교,228.3.108.92,7f:89:5d:5a:4c:1c
24404,김준지,남성,167.8,62.4,A형,19751031,010-2254-3536,lnkc4b24nu,gmail.com,기독교,13.223.28.44,db:d5:c5:fc:7e:5d
24408,김지준,남성,175.6,61.0,AB형,19750816,010-4978-3685,g3lg22s,naver.com,불교,178.201.21.226,ca:06:7a:1f:79:2a
24414,윤현준,여성,154.7,52.7,B형,19861014,010-0210-4248,rybb1tktysfgx,yahoo.com,불교,246.81.174.221,e1:e0:fd:d1:d6:98
24427,서서우,여성,154.1,61.7,A형,19880512,010-1233-1464,wkii8nyxi,gmail.com,무교,112.53.213.60,e5:a5:94:59:64:90
24435,이종정,여성,148.5,54.5,A형,19800611,010-1359-9107,my71b7reol894,daum.net,무교,125.7.206.221,45:ec:76:33:5a:ff
24439,우덕남,여성,156.4,49.4,O형,19780919,010-7400-9287,lcrtwcwhyjq,gmail.com,기독교,123.186.232.242,d8:8d:58:2e:11:c3
24442,김덕상,남성,171.6,62.4,B형,19670527,010-0190-4990,p7vceo,naver.com,무교,140.40.135.208,3b:cf:e9:05:92:3d
24443,이상석,남성,171.6,62.7,O형,19590501,010-4460-3381,e94xio,daum.net,무교,162.42.156.84,f4:88:a7:35:65:0a
24444,성종상,남성,171.4,56.5,B형,19771225,010-4836-8645,neb1t4gm51fd,yahoo.com,불교,13.222.119.38,9a:a7:e0:7e:2c:ab
24450,김정희,남성,161.2,65.3,B형,19591106,010-0004-0317,hn34zestq,daum.net,불교,56.242.232.242,ba:b6:43:08:74:ad
24451,김남준,남성,164.3,67.9,B형,19511226,010-3910-9702,ijkf42vjiwjf,daum.net,기독교,114.242.183.68,f6:b0:e8:2e:96:5d
24452,최용택,여성,161.7,60.1,A형,19670612,010-5622-8043,hu2cbvq,gmail.com,불교,197.201.186.2,fc:fe:29:33:89:35
24455,하현준,남성,177.6,75.4,O형,19840808,010-1161-1107,ozn7md07az7,daum.net,기독교,177.227.255.135,25:4d:78:36:e7:d7
24457,이덕준,여성,157.8,50.4,O형,19700927,010-4022-6994,r0p2jdi1nx6u,gmail.com,불교,175.112.5.149,f2:9b:ae:be:5d:49
24459,박희영,여성,151.0,55.5,O형,19530528,010-1786-0244,gv13aj1u,gmail.com,기독교,198.150.193.65,52:c3:de:ad:d2:cd
24460,김훈지,여성,170.1,58.5,O형,19521212,010-7026-8468,zx04n3,naver.com,무교,147.66.169.245,b9:43:58:a4:5f:c8
24462,김진성,여성,160.8,61.9,B형,19831109,010-9064-1019,p6vniqxxill,daum.net,불교,151.196.29.239,af:c2:ef:ad:bd:93
24468,류영택,남성,169.6,65.1,A형,19740420,010-1209-2819,syk67ss14k2dp,yahoo.com,기독교,172.106.159.223,69:67:34:e2:0f:db
24469,박영덕,여성,162.9,53.9,A형,19620830,010-8075-7933,itpg4fp,yahoo.com,무교,46.249.145.12,59:df:22:4d:b9:46
24471,조현영,남성,167.1,67.0,B형,19620307,010-6701-9565,p2alj4fc32,yahoo.com,천주교,165.226.63.81,f7:39:37:8e:9b:dc
24473,이상현,여성,156.5,53.1,B형,19690131,010-4036-9772,vf1m4b9cok,daum.net,기독교,173.219.158.171,a0:07:e4:01:c7:ad
24474,송종훈,여성,149.2,49.6,B형,19761227,010-8641-2467,uo2ffdod,yahoo.com,무교,242.130.177.65,7d:e0:bd:33:c7:21
24477,홍협택,남성,163.3,66.2,O형,19920213,010-7467-4623,kf67julikml,yahoo.com,무교,169.179.141.247,fd:57:aa:84:6a:59
24480,하덕지,남성,174.0,64.1,AB형,19530706,010-6585-1157,mgil9mk,yahoo.com,무교,122.23.79.64,d6:5b:71:e0:81:9b
24481,최석지,남성,166.8,67.9,O형,19641015,010-9768-7901,vb5q4ae,naver.com,무교,127.32.66.198,9e:f4:19:e7:2f:38
24482,김협은,여성,160.2,51.3,B형,19770513,010-0293-9916,l2i0ey71q,gmail.com,기독교,93.164.136.23,c6:9e:b5:31:47:a5
24487,이지용,남성,171.3,64.2,A형,19651111,010-0304-5455,r280qu9vqv,gmail.com,천주교,239.147.234.14,72:30:91:d2:21:16
24490,김성상,남성,170.8,63.9,A형,19720626,010-7504-4993,zjg7yumguu,gmail.com,기독교,17.197.43.190,69:c9:9e:41:4a:01
24507,김정성,남성,171.5,64.8,O형,19570717,010-3494-7485,i49p8rz0v,yahoo.com,무교,183.98.40.49,20:50:fc:75:eb:ba
24518,김준지,남성,171.3,62.1,B형,19590109,010-6563-1862,zd8xjpc,yahoo.com,무교,234.206.115.127,2d:e9:1c:e4:c5:9d
24519,강훈종,여성,159.4,56.9,A형,19620912,010-5402-3946,pk9cr5v,daum.net,무교,105.30.83.169,4f:c0:28:40:66:f0
24526,김용지,여성,146.1,51.6,O형,19770328,010-7529-1289,uwy3e7b6,daum.net,기독교,148.128.129.188,75:11:cc:43:91:dc
24528,강상현,남성,172.7,67.1,O형,19510613,010-3408-5770,c06fc9iu8x,naver.com,무교,240.86.94.195,80:39:41:25:c1:da
24534,윤지훈,남성,167.8,69.9,B형,19570627,010-7542-6143,rg3p7h0i,yahoo.com,불교,162.166.123.135,e9:b7:e6:ba:93:1e
24535,임서현,남성,170.2,64.4,B형,19830510,010-9732-6802,j19dwkojy,gmail.com,무교,92.82.47.100,1e:80:29:11:ae:05
24536,박종현,남성,169.1,65.3,O형,19710917,010-6769-5414,eexzzpbytamw5,yahoo.com,불교,242.255.116.248,f8:1d:e0:14:6f:f7
24540,김준정,남성,174.7,60.9,O형,19570310,010-6166-5923,bt1uvmgng,daum.net,무교,175.81.34.21,3a:d0:9f:32:69:26
24551,이지석,여성,150.2,53.0,B형,19620106,010-2026-7821,fwyq26k5g,gmail.com,기독교,123.161.144.228,f4:d1:78:94:0e:a3
24552,홍서상,남성,172.4,64.8,A형,19860612,010-0863-1009,s9pkfmi4,naver.com,불교,85.112.158.162,57:57:08:d1:91:e7
24556,황덕협,남성,175.3,67.1,A형,19850527,010-5491-8294,o9l3qu,naver.com,무교,107.42.217.124,45:0c:16:7b:29:ce
24557,김성준,남성,169.8,64.2,O형,19520115,010-4143-8822,jai3qbi,yahoo.com,불교,20.237.135.129,d9:d5:ba:f0:4e:1c
24560,유덕진,남성,164.9,65.6,A형,19881031,010-5003-2604,xlp6g9x,naver.com,불교,156.128.84.60,e3:71:6f:38:56:eb
24563,전우지,남성,167.2,63.4,A형,19761227,010-6167-5958,d00uoaj9n,gmail.com,무교,134.77.42.167,17:0d:6f:77:ba:e1
24564,이지서,여성,149.9,49.6,A형,19910220,010-3900-1282,odk4mz0x2z,daum.net,기독교,117.116.4.123,21:85:ea:f9:e7:b9
24567,박은준,여성,159.6,55.5,O형,19691009,010-1813-0415,pqvvqz13qkb5,gmail.com,불교,27.41.255.27,47:06:86:03:a5:8f
24568,강영상,남성,168.7,64.8,AB형,19910330,010-6481-3924,nno8v8yfvl11b,yahoo.com,무교,133.56.34.76,0d:ca:72:60:96:7d
24570,권정지,여성,151.3,59.5,A형,19860202,010-3980-7694,v0jxt4,yahoo.com,무교,226.254.53.27,c5:50:06:31:c8:36
24571,고준현,여성,153.9,57.4,A형,19721119,010-5434-0929,pj6h63t,daum.net,무교,192.120.139.45,2f:69:ba:aa:41:ef
24577,정상우,여성,154.2,52.9,A형,19600426,010-1807-7907,zrn1928fp4,yahoo.com,무교,243.194.165.170,ee:81:28:cc:d8:f5
24581,노덕진,남성,173.1,64.2,O형,19520126,010-4256-0776,p98s74qj3p1d,yahoo.com,기독교,223.143.98.80,5e:b9:ac:0a:c1:06
24582,배성현,남성,173.9,66.9,A형,19961115,010-5112-2236,epz9pzbj7iz,naver.com,무교,103.203.216.144,11:48:10:3b:e7:a0
24587,전용희,여성,159.5,56.7,O형,19461112,010-7767-6347,f31indwtbxh0h,daum.net,불교,129.17.97.197,27:f0:23:dd:be:a5
24589,김지훈,여성,159.5,60.0,B형,19751229,010-9127-5178,c18a05uw1ra,daum.net,무교,32.207.89.160,9a:65:c4:d7:4b:bd
24591,도지성,남성,174.0,62.4,O형,19621021,010-8510-6723,v8vwqozq2,yahoo.com,천주교,170.149.201.215,cf:93:34:49:5d:8d
24604,허남준,남성,174.3,63.6,A형,19510413,010-0862-5900,tap18y,naver.com,천주교,171.44.102.119,98:16:eb:25:52:ec
24615,김지은,남성,169.5,69.2,B형,19750222,010-1951-8748,x10skac7i5kru,daum.net,천주교,156.210.144.76,a7:87:00:60:60:1d
24617,유상용,남성,174.0,67.0,O형,19500128,010-0320-7995,pj6a4l,naver.com,무교,112.147.252.157,fe:7e:8b:f5:a2:6e
24621,김정남,남성,164.4,72.7,A형,19650302,010-5381-4806,r68fff,daum.net,무교,113.175.213.81,36:ba:4b:d2:f4:e7
24624,백협우,남성,167.3,69.6,B형,19580303,010-5516-3362,znny1qkzln0r,naver.com,기독교,27.73.248.6,c6:8c:83:00:b6:4f
24625,김종현,여성,160.4,59.2,B형,19770520,010-4757-0019,jpiw8p5afug51,daum.net,무교,49.130.176.98,c2:c4:18:0b:c6:6f
24629,안현상,여성,166.1,55.9,A형,19780201,010-2114-1500,hatxlv8pd,daum.net,불교,102.76.139.192,b9:03:52:76:1d:24
24632,김준지,남성,178.6,72.5,O형,19761030,010-0390-6062,i1ylod6kjk,gmail.com,불교,113.77.246.165,8a:f8:e7:4c:29:bf
24635,고현협,남성,170.2,69.4,A형,19680220,010-9453-6635,ahj8u5is,daum.net,무교,49.198.106.225,b3:2f:ca:7a:d4:14
24640,송준정,여성,165.0,55.8,O형,19601102,010-6039-5933,c072jqkvb0es,gmail.com,무교,255.8.242.166,64:a1:6a:aa:3b:5a
24644,권준은,여성,155.8,59.2,AB형,19731127,010-7476-9411,k8hasheksw7h,daum.net,무교,153.225.31.237,4d:e4:bc:af:bf:ad
24647,윤석상,여성,158.7,53.1,A형,19550713,010-4585-6625,mjbk4bim,naver.com,기독교,238.29.42.194,88:d2:83:6f:50:9d
24653,박준석,남성,172.2,58.7,A형,19470619,010-7291-9431,v7m1za,daum.net,무교,218.178.89.170,f4:95:24:d9:6b:88
24654,류상덕,여성,158.2,49.5,B형,19580429,010-7970-5434,qdsh2g,gmail.com,천주교,14.33.234.82,e7:9c:92:8f:d3:e0
24656,권택서,여성,153.1,63.0,B형,19690303,010-2482-8613,vzqbkq0,naver.com,무교,20.73.68.218,5e:2a:32:ff:5e:c5
24662,권진남,남성,173.2,60.9,O형,19870916,010-3035-6620,ym81xr5t,gmail.com,무교,125.66.236.154,59:cd:44:2c:98:fb
24664,이덕지,여성,154.5,52.1,A형,19580530,010-5244-2867,d4stz0avcmu4,daum.net,불교,44.62.89.157,ee:c4:64:5f:c8:bc
24670,이남진,남성,177.9,66.2,A형,19580309,010-5630-0987,gr7gaw6i3ohl,yahoo.com,불교,244.57.224.218,b3:99:4d:f4:9e:0b
24676,고은진,여성,153.2,48.7,AB형,19951002,010-8425-5693,fy1f0xh,naver.com,천주교,126.45.237.13,ab:d5:ad:64:7c:7b
24687,제서지,남성,173.4,65.7,B형,19920116,010-6096-5610,mzdqs9mhcbx2,daum.net,기독교,247.210.217.195,bb:da:e0:3c:2f:a9
24691,주은훈,여성,165.7,55.5,O형,19741223,010-7119-7286,imb9at,naver.com,기독교,91.10.238.167,b0:4a:35:c9:ff:e6
24700,방우준,여성,153.3,56.3,B형,19960228,010-1106-3047,viyi45wh,gmail.com,기독교,176.193.214.164,83:03:99:6c:5b:d1
24701,김덕영,남성,174.0,66.5,B형,19540129,010-9981-1260,ioib9o,naver.com,무교,81.57.254.122,6d:94:38:75:76:13
24702,신택준,여성,161.2,61.6,O형,19591010,010-4506-2570,yp9q4uzwkas,daum.net,기독교,74.43.216.241,2c:a2:65:8c:7f:7f
24703,강현협,남성,169.4,70.8,B형,19700604,010-3061-5032,cjhhbjy4b2,daum.net,무교,226.130.54.177,c3:cc:00:7c:1c:c0
24706,김훈상,남성,176.3,67.6,O형,19851102,010-8504-3498,hibosxymk87um,naver.com,불교,71.81.246.162,c8:41:d9:b8:64:06
24707,조성석,남성,172.0,66.9,B형,19700816,010-8275-0586,re2bsw3fr4nf,yahoo.com,기독교,34.193.139.180,a7:24:93:78:cc:f8
24709,조영성,남성,172.1,62.1,B형,19770115,010-1689-7520,a6yp9sj6j9xfr,naver.com,무교,83.168.140.177,be:d3:a2:bb:f7:ec
24712,강진협,여성,162.7,58.5,B형,19560501,010-4294-5813,tecltm5ia8,naver.com,무교,52.147.231.249,3c:b2:5e:62:f9:63
24715,이우영,남성,164.0,60.6,B형,19500817,010-8464-6079,tavrfj3l5o,daum.net,무교,13.211.218.69,f9:67:fc:2e:d5:0f
24723,이덕훈,여성,160.8,54.0,A형,19680221,010-7419-5268,mhugbi,yahoo.com,무교,50.118.86.62,0f:36:8c:6a:57:bd
24729,황용준,여성,162.6,52.3,O형,19821104,010-0323-1088,z7k6n9,daum.net,기독교,117.93.123.50,28:3d:07:34:b6:60
24731,김준진,남성,172.1,68.8,O형,19760428,010-2175-8337,kuit4vcj,yahoo.com,불교,85.73.184.95,01:e5:de:10:35:08
24734,정상은,여성,163.4,51.2,A형,19910420,010-2359-6498,hlt095ccc,naver.com,무교,209.159.52.255,a4:d4:8c:ce:ae:cd
24736,전훈종,여성,152.1,55.4,B형,19670919,010-9397-1633,j60u68ni,gmail.com,기독교,253.171.253.191,fe:b0:a7:20:b4:12
24740,김준정,여성,158.5,61.2,A형,19741024,010-6867-5752,eyorzopwwm,naver.com,불교,255.97.75.196,72:de:b2:a6:fd:5e
24742,최종훈,여성,155.3,51.5,B형,19871028,010-2463-2477,ztw8vaxgs53,naver.com,기독교,69.203.73.148,d8:77:8e:10:02:0c
24745,최용택,여성,161.2,50.1,AB형,19700729,010-5937-1178,da5k6ny1,gmail.com,기독교,168.76.55.81,61:f2:30:5e:25:2c
24746,류남진,남성,177.0,65.4,AB형,19770608,010-4041-8012,c6udptwxavmj,yahoo.com,무교,54.117.22.31,0c:84:70:03:c2:87
24752,강정희,남성,170.3,63.4,A형,19850326,010-7958-3370,cxplg9s,naver.com,무교,174.110.220.162,28:94:b4:ed:f2:77
24764,배준지,여성,152.9,51.4,A형,19780628,010-2860-1334,geoi5ov0,naver.com,기독교,225.80.187.252,bb:b1:2b:61:02:27
24772,안정훈,남성,166.4,66.0,A형,19480214,010-8216-8070,m5w5lrz1717dq,naver.com,무교,106.56.111.188,9c:ee:4b:5b:d6:28
24774,안희은,여성,157.8,53.8,B형,19480724,010-2718-7914,gzdl99f,daum.net,불교,187.139.81.170,7e:bb:96:c7:69:93
24778,안덕훈,남성,169.9,64.4,A형,19550529,010-0330-3462,d1h0owhyggq1,naver.com,무교,29.215.244.146,32:07:36:09:59:cf
24779,류종서,남성,166.3,65.1,B형,19521211,010-8553-2180,patpqhsb,yahoo.com,무교,221.108.178.142,0a:49:dd:f8:73:a7
24780,김남택,남성,174.9,65.1,AB형,19530805,010-5498-1168,bjy9l6v4d4w35,naver.com,불교,46.155.68.32,bc:a3:1d:87:4c:5c
24782,문우종,남성,168.8,65.1,B형,19471004,010-3317-9268,yjnb873y,yahoo.com,무교,178.73.248.127,92:03:4e:c0:5e:8e
24786,이지진,여성,159.3,49.6,A형,19860726,010-8767-5351,yvquf2ea,gmail.com,천주교,193.242.160.50,78:5e:a1:c5:d1:ad
24791,이희서,여성,146.6,55.8,O형,19641026,010-2770-8524,tvc4bg31,gmail.com,불교,210.142.174.219,28:39:21:96:99:44
24794,윤협정,여성,148.5,58.2,AB형,19681215,010-1553-1577,mq2xxlb8f,yahoo.com,기독교,78.224.254.224,04:78:2d:4f:40:ef
24802,박정상,여성,155.2,57.4,B형,19490214,010-9238-0697,g7dce6qce,gmail.com,무교,251.42.47.44,8e:1b:ad:b0:fc:63
24807,고정희,여성,154.0,58.5,A형,19881026,010-0158-4875,r0rb6h,daum.net,무교,93.145.87.244,c3:f2:89:f3:98:ad
24808,서협덕,남성,172.5,64.1,A형,19610902,010-7955-4758,z0panofd0cabl,yahoo.com,무교,136.123.123.203,2f:7e:67:dd:4e:fc
24812,권상은,남성,161.6,68.8,O형,19790924,010-2862-5656,gluh6h0pp6ny,naver.com,기독교,157.179.178.174,61:12:62:0e:51:35
24819,사공상,여성,157.9,50.4,B형,19600113,010-2872-5276,net4jp,daum.net,천주교,4.62.151.49,08:e1:de:e5:cb:2b
24821,차준남,남성,167.2,68.5,O형,19580530,010-9157-6175,n9r3spmr4gu9,yahoo.com,기독교,105.117.167.94,79:22:d0:5e:cb:dd
24823,남지종,남성,168.0,62.4,O형,19641018,010-9467-0298,nslu4q8n,yahoo.com,무교,126.199.28.223,f1:be:4d:bc:c6:84
24825,이상훈,여성,150.9,63.1,A형,19630107,010-7245-9614,fjg406p,daum.net,무교,126.217.76.178,5c:59:e1:59:ed:90
24837,강은훈,여성,158.4,50.1,O형,19661118,010-9730-3866,wwjmsny,gmail.com,무교,12.96.38.138,16:c8:11:3e:f8:4c
24840,권영종,여성,161.2,51.6,B형,19821221,010-7945-3946,ypz8d3kok,daum.net,무교,65.36.242.4,6b:d5:c6:8f:52:57
24843,김희훈,여성,158.3,53.2,B형,19581229,010-2575-0945,nhcxxep,gmail.com,기독교,150.117.17.29,db:b5:15:10:11:ab
24853,조종용,남성,168.1,65.0,A형,19810127,010-5249-7060,auix63dxwe,naver.com,무교,111.86.159.113,d7:d9:46:fb:16:4f
24855,하지진,남성,175.4,67.1,O형,19561023,010-6793-1276,gzdayea05ix99,daum.net,불교,205.12.36.113,33:5f:00:04:ba:d8
24857,이용석,남성,172.3,68.2,B형,19600706,010-8995-2268,i7b6uthc19,naver.com,불교,108.212.168.246,dd:db:07:31:be:28
24858,성성덕,남성,170.2,71.1,AB형,19600604,010-7144-9293,fs8fco,gmail.com,무교,116.150.188.117,3c:9e:1e:fd:da:56
24866,김훈영,남성,167.2,68.9,O형,19640316,010-4929-0909,pwmza2081rp,daum.net,무교,5.97.2.174,9d:21:f1:54:59:82
24867,여성상,여성,155.0,53.3,B형,19531022,010-5204-3578,xhac2i3pbtl73,daum.net,무교,79.191.86.58,ea:27:8e:c2:a9:3f
24870,김준우,남성,171.8,72.4,B형,19881213,010-1112-4661,bub7fviu6,gmail.com,무교,97.160.204.145,b4:92:dc:ef:a1:76
24875,김훈성,여성,158.6,53.0,A형,19760324,010-1705-4657,sy1a23z1xolp,daum.net,기독교,120.245.224.251,d1:5f:2f:b2:aa:47
24883,김협석,남성,164.0,68.2,A형,19540919,010-4677-9081,pvd6v2784nn7u,gmail.com,불교,133.142.55.128,b5:b7:0f:30:b2:27
24889,홍훈은,여성,164.1,55.7,B형,19890714,010-6653-5381,jddszr8ii,naver.com,천주교,166.145.22.34,bf:d1:f9:de:b3:85
24891,윤지정,남성,168.4,69.2,B형,19860924,010-8939-2484,o1gl6qbp,naver.com,불교,27.35.229.200,b1:41:f1:2f:8a:08
24893,박훈희,남성,165.2,65.4,A형,19840301,010-7764-1480,vxgxxokh70,daum.net,불교,201.104.169.170,15:04:d0:75:09:8e
24895,나상진,남성,168.1,72.2,A형,19830426,010-2909-7527,zs89zkuyjo,gmail.com,무교,246.134.32.227,b4:45:8a:bf:13:96
24900,강상은,여성,153.2,48.5,B형,19481019,010-1440-9042,zbyiosv,daum.net,무교,251.166.247.97,df:dc:4d:76:03:79
24903,유지정,남성,162.1,73.0,O형,19860517,010-4556-7434,cjaumw2jet9lm,gmail.com,불교,216.231.222.93,b3:cd:b9:9f:eb:ed
24904,안훈준,여성,146.8,60.2,B형,19860611,010-1056-7882,x9p92p68zy60,gmail.com,불교,87.71.10.184,7a:66:cf:c8:66:99
24905,정종택,남성,168.5,67.7,A형,19750428,010-0345-5789,k4k56husjx01,yahoo.com,불교,171.44.110.143,7e:56:ad:03:d2:fe
24906,김덕협,여성,151.6,61.3,B형,19660331,010-2820-1394,wcmm9b,gmail.com,무교,140.172.105.34,2e:44:58:4b:ce:89
24911,옥석용,남성,167.0,56.0,A형,19900415,010-2042-9009,plejmvoj8,gmail.com,무교,87.37.140.120,a6:2d:49:ab:bc:0c
24914,김지정,남성,169.6,69.6,B형,19900724,010-1324-2604,cmaqxo,yahoo.com,기독교,198.232.7.158,97:dd:11:14:97:32
24916,이남용,남성,168.4,69.7,A형,19781211,010-4312-7823,hwjxudtcsovcn,yahoo.com,무교,25.158.75.64,3c:c6:95:b4:cf:1c
24919,지정희,여성,163.1,52.4,O형,19650924,010-0375-7709,vx61dy,yahoo.com,기독교,208.177.132.156,31:21:06:08:77:77
24921,곽훈지,남성,164.8,69.1,A형,19510809,010-7293-7653,b31q15wp7,daum.net,무교,59.73.238.16,c7:52:d0:b1:ae:1a
24923,문훈영,남성,164.7,62.6,B형,19751113,010-8670-7735,rduap603,daum.net,무교,61.120.223.136,64:06:3b:39:f1:7c
24930,박지은,남성,165.9,65.7,O형,19680908,010-9647-3475,ec3h1dw,gmail.com,불교,130.58.199.98,b2:08:43:87:b3:d0
24932,노석용,남성,176.5,63.9,B형,19741119,010-3588-6203,nkbckzma53o,naver.com,기독교,161.97.31.102,4f:30:d9:7f:a6:f5
24943,김택희,남성,166.1,62.5,O형,19651205,010-3998-9955,lajt8ab6tkkn,daum.net,무교,37.240.12.145,ba:11:7e:d8:1d:88
24945,윤덕서,여성,158.5,63.9,B형,19840803,010-6250-6412,tejmo8,yahoo.com,불교,222.227.29.123,49:a5:ae:8e:5b:3f
24950,송정훈,남성,168.2,63.3,O형,19700607,010-9228-0000,pzwy9bsl2,gmail.com,불교,171.89.218.99,a4:ed:1b:2e:73:c1
24957,김훈지,남성,171.1,62.5,O형,19540112,010-0717-3352,cs1y44i9wn70,daum.net,무교,243.21.196.85,8a:62:29:40:e3:5c
24959,윤우준,남성,168.8,76.5,A형,19510529,010-2288-4523,isu47m,gmail.com,천주교,60.114.226.168,74:17:61:a7:f5:d7
24969,김성종,여성,148.4,52.5,O형,19780506,010-6810-5388,g4f1f597a,yahoo.com,무교,209.152.184.18,79:25:ad:a5:7b:cc
24970,문훈용,남성,172.4,70.9,B형,19560421,010-2132-1620,xroiumn1qq,gmail.com,불교,202.32.81.226,36:76:cf:66:5d:85
24972,김진준,여성,152.2,65.2,A형,19670727,010-2302-3559,hlnta5l5l711,yahoo.com,기독교,108.43.236.21,c4:48:9b:b7:ca:aa
24981,하성준,여성,164.1,51.4,O형,19931025,010-0805-4254,gwp2m2kxdbv70,daum.net,무교,165.115.85.164,10:0b:0f:2d:4c:1f
24984,윤준용,남성,163.7,61.3,B형,19540717,010-8849-4830,ujbc49v,daum.net,기독교,152.91.39.53,39:98:ed:60:c2:5d
24985,강우상,남성,174.6,73.7,O형,19700614,010-4873-7637,o9o2gwn2ol1i,daum.net,불교,78.132.145.188,a3:81:99:86:d3:e1
24996,강영우,남성,170.5,62.3,O형,19530614,010-2369-9517,dl4dx07x,daum.net,기독교,238.92.9.52,5e:b2:e2:a4:3f:49
24997,한택지,여성,160.7,59.0,A형,19890618,010-6060-0522,xq8m0t,naver.com,기독교,197.23.133.61,9e:13:d2:9f:57:ac
25002,서영희,남성,169.0,67.4,A형,19571206,010-3973-8894,ldyfciw,naver.com,불교,117.5.81.108,80:d0:8d:ae:a0:99
25015,문은정,여성,144.8,46.4,O형,19480216,010-7883-0479,mqtfrpmd4,naver.com,무교,203.228.133.157,cf:be:72:a1:17:b3
25016,최성정,여성,149.7,49.1,A형,19500816,010-9636-6439,qc91c2,naver.com,무교,72.29.120.240,d3:b3:af:f2:f0:50
25017,변상정,남성,166.4,66.6,O형,19540306,010-2499-1054,d59i8pq841o4,yahoo.com,기독교,232.16.152.95,b1:d0:a3:3b:0f:c7
25023,백희석,남성,170.4,67.9,A형,19700719,010-0095-3411,ud1suy8s0m4,gmail.com,무교,100.129.179.121,bb:5b:b2:7c:92:62
25024,오석용,여성,153.8,51.6,A형,19610419,010-2874-8704,wqvi9ge7,gmail.com,기독교,4.135.52.248,70:df:25:a1:26:63
25025,유지우,남성,169.6,66.9,B형,19790725,010-5271-2641,yarex60da0e,yahoo.com,무교,230.160.189.231,2f:2e:5c:a2:a9:54
25027,오희진,남성,167.6,64.4,O형,19580622,010-2669-7039,s0f8c9l,daum.net,무교,51.208.176.69,e2:6e:53:60:ad:12
25033,이은서,남성,180.7,71.4,B형,19701117,010-8678-1311,hh72i6dylo,naver.com,기독교,63.170.138.32,69:76:20:38:34:a2
25034,황지우,여성,156.5,53.2,A형,19470111,010-3476-2749,te8z79,daum.net,불교,141.216.188.19,d2:cc:cc:5d:f1:5b
25035,이영정,남성,168.8,60.5,O형,19570526,010-6281-7355,wef33o,yahoo.com,무교,141.71.221.193,39:24:a2:79:f5:bd
25040,노상현,여성,154.1,52.2,B형,19740707,010-7688-1139,dm5ce8zv8hlb,yahoo.com,무교,238.102.78.125,48:c7:dd:48:be:88
25044,임서진,남성,164.1,69.6,B형,19660303,010-8400-9114,lrn8d3u7tgw,naver.com,무교,171.1.106.45,fa:b2:d5:43:be:1e
25056,권덕은,여성,156.2,52.4,B형,19620507,010-2935-2109,vol4ez,gmail.com,기독교,98.233.227.220,81:fd:67:92:c7:cf
25066,선지택,남성,169.1,70.3,O형,19780403,010-5541-2236,ekpgypotp50r,daum.net,무교,254.6.103.69,90:db:d6:72:56:9c
25070,김상지,여성,157.6,57.9,O형,19720824,010-2905-6471,sicvgmrr,gmail.com,기독교,28.207.89.37,d4:01:87:7b:f5:a7
25075,임희훈,남성,167.1,65.1,B형,19540413,010-0281-9622,eqlw9k0,daum.net,불교,53.65.127.232,c3:fc:0f:94:13:36
25103,김종서,남성,175.1,64.7,B형,19471101,010-6058-4278,v4bqgeveaul,yahoo.com,불교,137.99.127.159,2c:6e:19:da:7f:b4
25110,조은덕,남성,168.5,64.6,O형,19721011,010-5899-7721,m9n2nd,gmail.com,무교,136.195.166.182,3b:60:16:5c:5b:88
