No,이름,성별,신장,체중,혈액형,생일,전화번호,이메일아이디,이메일도메인,종교관,최종학력,전공,학점
21238,서종우,여성,159.2,62.2,O형,19690315,010-9513-2834,d8i0zm,naver.com,기독교,한국방송통신대학교,의학,1.54
21239,허준지,여성,157.1,49.8,B형,19830201,010-8055-0537,agkg1osl5,daum.net,불교,한국외국어대학교,의학,3.29
21245,김준진,여성,159.8,57.3,AB형,19841113,010-8878-3180,cot2fg4cq,daum.net,기독교,성균관대학교,자연,0.77
21247,이준남,남성,161.9,78.3,A형,19731229,010-1072-1398,v1enpi,daum.net,불교,한국체육대학교,사회,0.67
21248,장진준,여성,157.9,56.4,A형,19510113,010-8740-7953,v110i7eao95s7,daum.net,천주교,성공회대학교,의학,0.12
21249,강영정,여성,149.5,54.7,A형,19681107,010-9188-8499,bvrxgzq866gv,daum.net,기독교,서강대학교,의학,0.22
21256,강준상,여성,150.0,59.4,A형,19710514,010-5022-1256,mfg2qwn4dh0p,naver.com,불교,한성대학교,사회,1.58
21260,김희남,남성,170.0,67.4,A형,19660423,010-9972-6699,mre3pbk,yahoo.com,기독교,덕성자대학교,법학,3.02
21261,임남지,남성,174.7,67.4,A형,19750102,010-5731-5858,px7mdmudl,daum.net,무교,동덕여자대학교,법학,1.88
21265,황덕서,남성,160.3,62.3,B형,19950109,010-1503-9647,jb1po7zz6qe5k,gmail.com,기독교,동국대학교,교육,2.25
21273,박준용,여성,154.8,53.8,O형,19500811,010-3341-0678,di876o68a,naver.com,무교,연세대학교,법학,0.95
21275,박종영,남성,186.0,66.7,A형,19550830,010-6763-0666,vwnqirz14sk6u,naver.com,무교,건국대학교,사회,0.41
21279,박진은,남성,166.1,75.5,A형,19740926,010-7843-8794,q0y2yjuone,daum.net,무교,고려대학교,교육,0.9
21287,윤남진,여성,159.8,56.1,O형,19610319,010-7971-4376,n8claxle8qn,gmail.com,무교,한국방송통신대학교,법학,2.83
21289,나택은,여성,155.3,57.4,O형,19700719,010-0139-6925,w0msmh,naver.com,무교,숙명여자대학교,교육,1.96
21294,김훈현,여성,162.6,57.2,A형,19490921,010-9892-6377,e5lksu1t90k9,daum.net,기독교,중앙대학교,예체능,0.18
21301,장성종,남성,175.1,64.1,A형,19681231,010-0134-4226,t4iz1xc,yahoo.com,기독교,육군사관학교,사회,2.13
21310,조남현,여성,158.3,55.7,A형,19470102,010-6419-5687,lffgl47o7t51,yahoo.com,불교,감리교신학대학교,자연,3.5
21318,석준은,남성,164.2,63.4,A형,19480406,010-4607-8771,h4cd3ma,gmail.com,불교,홍익대학교,사회,2.1
21322,장협성,여성,146.3,51.6,A형,19841124,010-3332-8228,fccl0c8vqw,gmail.com,기독교,서울기독대학교,인문,2.19
21323,최서준,남성,166.1,60.5,B형,19690826,010-2070-1590,e5n2n7j,daum.net,무교,연세대학교,자연,0.1
21326,김현택,여성,157.1,53.8,A형,19701120,010-5181-5340,ja0w18zqq,naver.com,무교,서경대학교,의학,4.18
21330,이훈석,남성,164.2,66.6,O형,19651005,010-8922-3196,i0y8bgn5n1,gmail.com,불교,성균관대학교,사회,0.14
21331,서현은,남성,159.0,63.8,O형,19501107,010-0185-3475,q1edj9nxqlmdv,daum.net,무교,한양대학교,자연,1.43
21339,김용지,남성,176.5,62.6,AB형,19860424,010-1601-1379,d5lawy3esni1,gmail.com,무교,총신대학교,공학,2.83
21340,오성석,여성,158.4,56.7,B형,19680222,010-1151-3795,kjm3c3s2sskq2,naver.com,무교,KAIST,의학,4.25
21341,이훈지,여성,154.6,61.3,O형,19610526,010-1363-8661,f5arytelxtb6u,gmail.com,기독교,성신여자대학교,자연,1.22
21349,황협준,남성,165.2,64.7,AB형,19820217,010-0015-6507,aplwvwmq0uj,naver.com,무교,서강대학교,예체능,2.82
21358,정용우,여성,161.0,56.6,A형,19770102,010-7730-9335,mlouv39mw4v6,daum.net,무교,한국방송통신대학교,교육,2.79
21362,유준종,여성,157.1,58.2,B형,19840718,010-2157-6558,iacilolbete,gmail.com,천주교,성균관대학교,교육,2.05
21363,이우정,남성,177.1,68.7,A형,19800115,010-2835-3776,d4vjypaxir,gmail.com,무교,성균관대학교,예체능,0.14
21365,변지희,여성,151.4,54.8,A형,19611221,010-0943-7321,cq23i3lg6s5o7,gmail.com,기독교,경희대학교,자연,2.58
21367,박희정,여성,151.7,59.0,A형,19700115,010-0101-9265,exdah6c4oviq,daum.net,무교,육군사관학교,의학,1.31
21368,김은지,여성,163.0,55.1,O형,19490609,010-2477-4239,sqgjmb90,daum.net,기독교,서울여자대학교,공학,2.48
21369,김지종,여성,152.5,52.2,B형,19890226,010-5062-0673,w099nuxyglg,gmail.com,무교,덕성자대학교,자연,4.19
21370,조영은,여성,156.5,56.9,B형,19820412,010-9529-6427,htvuv93g5,naver.com,기독교,광운대학교,자연,3.49
21373,곽종지,여성,154.7,59.0,B형,19680506,010-5559-8243,ht7m0gp3kyqx,yahoo.com,무교,장로회신학대학교,교육,0.05
21374,민용종,남성,164.6,66.2,A형,19510905,010-6398-2827,ttly8u9,naver.com,무교,성신여자대학교,교육,2.62
21377,석서현,남성,175.5,67.5,O형,19790731,010-9594-8864,jonfgfm2vj,naver.com,기독교,명지대학교,공학,3.41
21380,김서협,여성,159.8,54.4,A형,19620927,010-1236-5372,tsoev098ys2l0,daum.net,무교,고려대학교,예체능,2.74
21383,양택성,여성,161.5,53.7,A형,19960629,010-7805-1319,l7a5id,yahoo.com,천주교,연세대학교,법학,1.9
21384,김은용,남성,163.4,67.7,A형,19961226,010-7003-9804,sm9oq7779v,gmail.com,무교,KAIST,예체능,4.35
21388,명택훈,남성,175.3,60.3,O형,19751125,010-5927-5751,ds4fl7cs,yahoo.com,불교,세종대학교,자연,1.99
21394,박성협,남성,169.9,64.2,AB형,19780617,010-2569-4548,f9xx3zzxrm,naver.com,불교,광운대학교,교육,0.19
21395,김협우,여성,158.6,58.2,A형,19580704,010-4496-9676,n7en599h6,naver.com,불교,국민대학교,의학,0.86
21399,윤성남,여성,149.5,55.7,O형,19910113,010-9547-9855,nmm5g4m0xn,yahoo.com,기독교,육군사관학교,공학,0.5
21403,정진준,여성,160.9,49.8,A형,19741216,010-6577-2596,lw75an,gmail.com,천주교,서강대학교,법학,0.23
21412,허은진,여성,156.7,57.7,B형,19720508,010-8603-3469,tmdm52y0cwo,yahoo.com,무교,한양대학교,의학,0.65
21414,허용협,여성,156.6,56.8,A형,19530820,010-2008-3300,za6i212o,daum.net,기독교,육군사관학교,공학,1.57
21415,송종진,남성,174.6,67.2,AB형,19710325,010-5255-8261,zu88ro,gmail.com,무교,덕성자대학교,공학,3.6
21416,엄상협,여성,150.4,56.0,A형,19540503,010-5289-8264,kmatw3f6,daum.net,무교,한성대학교,공학,2.34
21418,이훈준,여성,158.2,50.6,O형,19930916,010-5332-4170,oo9k9x4a9xz7d,gmail.com,무교,건국대학교,공학,2.67
21421,김희용,여성,162.1,59.3,B형,19770511,010-3728-5991,vm8bezncp9h5,gmail.com,무교,한국성서대학교,법학,4.35
21429,방준서,여성,156.0,59.1,B형,19920914,010-5546-8960,tmnmrh0i,daum.net,기독교,성신여자대학교,의학,4.35
21431,인석택,여성,151.1,57.6,A형,19910618,010-6827-9656,uf4khyom,gmail.com,기독교,한성대학교,교육,0.18
21436,박현훈,여성,149.0,60.3,B형,19911125,010-0874-0090,vilccuk2vkxk,naver.com,불교,가톨릭대학교,교육,3.9
21438,엄협상,여성,142.1,51.3,A형,19731011,010-3634-1487,p8w4n92s,yahoo.com,불교,성공회대학교,예체능,2.87
21443,주훈희,여성,153.2,57.7,A형,19681010,010-3532-8189,ijx1xs,gmail.com,무교,육군사관학교,인문,3.57
21457,김우남,여성,158.3,50.2,B형,19800101,010-8989-5040,a0d3ad7s53sc,gmail.com,기독교,동덕여자대학교,법학,1.05
21464,이용준,여성,152.8,53.0,O형,19580512,010-1274-9992,v65e8uhg,yahoo.com,무교,한국체육대학교,자연,2.99
21468,심훈준,남성,169.6,74.2,O형,19890423,010-7035-1171,gbaodr5r,gmail.com,무교,숭실대학교,교육,1.48
21478,김서용,여성,156.4,51.0,AB형,19760925,010-6028-6284,bt8jdahd,naver.com,기독교,그리스도대학교,자연,1
21480,신석택,남성,175.1,74.7,B형,19510214,010-2351-7874,b003lu7n72666,gmail.com,무교,덕성자대학교,사회,4.18
21482,김준현,남성,165.5,68.6,B형,19700301,010-0597-9211,bbfixwkqck3,yahoo.com,기독교,경희대학교,자연,2.97
21484,박현진,남성,177.0,65.4,B형,19500801,010-1441-1792,e529zuduug,gmail.com,기독교,한성대학교,인문,3.45
21496,김준훈,남성,169.6,67.8,A형,19500615,010-6468-8925,qp49r476faa,naver.com,기독교,감리교신학대학교,의학,1.85
21497,정우훈,여성,154.5,54.1,O형,19481025,010-6088-8974,ahyemvl,gmail.com,무교,중앙대학교,인문,2.56
21503,윤희우,남성,175.0,66.0,B형,19860407,010-9966-5057,fla4z8hy2j,yahoo.com,불교,서울과학기술대학교,사회,4.23
21507,정상영,여성,153.7,47.8,A형,19881212,010-9122-8317,qcjc1k52cad,naver.com,무교,삼육대학교,법학,0.71
21511,신지협,여성,147.5,49.2,A형,19810702,010-9325-2688,ypesxlltsr8g,yahoo.com,기독교,중앙대학교,법학,0.55
21513,하우훈,여성,158.1,51.0,B형,19710808,010-1393-6870,cfas1y2n1kgd,naver.com,기독교,서울시립대학교,의학,2.52
21520,김훈성,여성,147.7,56.9,A형,19710410,010-5885-1928,muyoxzfmklde2,naver.com,불교,경기대학교,예체능,0.75
21527,노우서,여성,167.6,51.9,A형,19950404,010-1283-7656,qpwkg2ue,yahoo.com,무교,한성대학교,교육,4.47
21530,권성용,남성,170.0,59.9,A형,19840222,010-4495-3901,bx7zc6hyqfj,daum.net,무교,장로회신학대학교,예체능,3.95
21531,정훈희,여성,156.7,54.3,AB형,19751228,010-8405-5848,cncn4e,naver.com,무교,고려대학교,사회,2.75
21540,강영협,남성,173.3,69.9,O형,19841104,010-5357-6331,l4l737mnei,naver.com,무교,한성대학교,예체능,0.49
21548,최영현,여성,160.1,54.9,B형,19690822,010-5564-4300,u1l5h02kqc4qe,gmail.com,기독교,한국성서대학교,의학,1.13
21549,박훈성,여성,158.4,51.4,A형,19750402,010-5495-5796,zbma28zypa,yahoo.com,무교,경희대학교,법학,1.32
21566,오준석,남성,165.2,60.9,AB형,19940716,010-3956-4470,e3tpbcfnr,gmail.com,무교,장로회신학대학교,법학,3.29
21573,장덕진,남성,172.1,67.1,O형,19551108,010-1505-2221,yo0354x,gmail.com,기독교,한국외국어대학교,법학,3.99
21576,신서준,남성,170.2,66.7,B형,19490919,010-0927-3432,dlfjsi8kdb,gmail.com,무교,세종대학교,인문,3.53
21584,전지용,남성,171.0,66.5,A형,19801028,010-6385-1888,iqm4sd6to2dq9,naver.com,무교,숭실대학교,의학,2.51
21589,이우희,남성,170.8,64.5,A형,19790914,010-8443-9068,a34yyyfe7q65,gmail.com,무교,감리교신학대학교,의학,2.87
21591,장성용,여성,165.9,52.1,AB형,19890202,010-9438-0277,wpyasllhvt6y,yahoo.com,기독교,광운대학교,자연,3.93
21593,조성택,여성,153.3,56.8,O형,19720424,010-2468-6340,b9fiyk7f0dn,naver.com,불교,서경대학교,법학,3.42
21604,홍덕석,여성,165.7,63.1,B형,19710303,010-4777-9961,sggbwbku,naver.com,기독교,서경대학교,공학,2.4
21616,김용남,여성,161.9,58.8,A형,19500811,010-5661-5656,dmebv0uokwcn,daum.net,무교,성신여자대학교,예체능,3.3
21617,김택석,여성,161.4,59.9,B형,19590320,010-1219-0595,r8i4jjkl6gqd,naver.com,무교,가톨릭대학교,법학,0.59
21623,김지남,남성,164.9,67.8,B형,19760906,010-3493-2341,r1ybnrmc6z0d,daum.net,무교,한성대학교,공학,0.95
21624,주남훈,여성,149.7,60.7,A형,19720108,010-3399-6055,e86ydsmcjkv,naver.com,무교,명지대학교,예체능,3.6
21627,이훈택,여성,153.4,54.1,A형,19920402,010-7737-5918,b3n4bi,daum.net,무교,고려대학교,인문,2.4
21631,조진종,남성,167.0,64.2,AB형,19691104,010-6815-3752,w9f2sk,naver.com,기독교,연세대학교,자연,3.05
21633,정지협,남성,167.3,64.7,A형,19640531,010-6895-0576,yqbyms5xl3,yahoo.com,불교,한국외국어대학교,인문,2.95
21638,황협정,여성,160.2,47.9,A형,19810227,010-3531-0237,n3vdtsprjd,naver.com,불교,한양대학교,예체능,3.85
21641,배종성,여성,157.6,47.5,A형,19620129,010-1165-3306,pdp0vmsim6lc,daum.net,불교,홍익대학교,공학,0.22
21645,김지훈,남성,163.6,68.8,O형,19800116,010-8154-0673,sx3xm9uu6o,gmail.com,무교,한국체육대학교,사회,3.81
21650,강우정,남성,170.8,67.3,B형,19931228,010-3768-7050,ixytmr8uey9et,gmail.com,천주교,중앙대학교,사회,1.89
21651,정지은,남성,169.3,68.5,AB형,19680204,010-1130-2274,qe6yn64,yahoo.com,기독교,덕성자대학교,사회,1.28
21654,김현남,남성,160.8,67.5,AB형,19851023,010-4639-0793,fyzyagjmfyjpx,naver.com,무교,서경대학교,인문,0.92
21655,방남협,여성,159.7,56.4,B형,19891219,010-0928-3185,pgmy0y87vq,yahoo.com,무교,서강대학교,예체능,2.14
21669,김훈지,여성,153.8,53.1,B형,19701027,010-0828-0351,yv0sgrxxep6f,daum.net,불교,서울여자대학교,자연,3.9
21670,박훈지,여성,164.1,50.8,A형,19671123,010-4423-6289,mqw8ph,gmail.com,무교,서강대학교,법학,4.04
21672,황훈성,여성,164.4,61.4,O형,19950723,010-4138-9220,b2qgqyuqe2cet,naver.com,무교,세종대학교,인문,3.38
21679,강상훈,남성,166.1,64.5,B형,19661218,010-4445-1247,q8crs5ow,daum.net,불교,서울교육대학교,사회,3.24
21680,전남지,남성,173.1,69.8,B형,19481030,010-9811-1431,cji8df,gmail.com,불교,고려대학교,예체능,1.09
21683,김준훈,남성,173.4,76.6,O형,19850626,010-2147-9578,fn3b9967xdn5r,daum.net,무교,연세대학교,사회,0.5
21686,박정남,여성,162.2,54.3,O형,19610902,010-2464-9824,h4gtdcv0r,yahoo.com,무교,고려대학교,법학,0.56
21688,유현성,여성,161.1,52.1,A형,19460315,010-3092-1748,avx4oj236ew,yahoo.com,기독교,경희대학교,법학,3.6
21693,김우지,남성,170.1,61.0,O형,19721106,010-6690-9854,xe451n,gmail.com,불교,서울시립대학교,의학,4.16
21697,이서희,남성,168.6,64.3,A형,19660723,010-2695-5274,xbf4qevlws,yahoo.com,무교,한국외국어대학교,공학,3.83
21702,곽남희,여성,164.7,47.3,A형,19890919,010-5251-6473,xb81qp,naver.com,무교,KAIST,사회,3.49
21703,김영용,여성,150.6,49.7,A형,19650422,010-3184-7887,jupjxgvf29,yahoo.com,불교,이화여자대학,예체능,4.4
21705,맹성정,여성,153.6,58.4,O형,19581201,010-7103-3196,cdtxypy,daum.net,기독교,한국성서대학교,공학,0.11
21706,이정지,여성,156.2,58.6,B형,19850112,010-1200-9055,xbscb9xvmj8t6,gmail.com,기독교,성공회대학교,예체능,1.23
21707,김상우,남성,169.3,69.4,O형,19560118,010-3416-3779,nk2kys6abhl,daum.net,무교,덕성자대학교,예체능,4.42
21715,박협우,여성,161.3,60.2,B형,19860815,010-1621-0205,fdhkcjkw5k,gmail.com,불교,서울대학교,교육,1.16
21716,이영용,여성,164.6,64.2,A형,19571204,010-0357-6571,i429wo4ww75,yahoo.com,기독교,고려대학교,교육,3.19
21719,박지택,여성,157.9,54.7,O형,19930425,010-4789-5655,ax4xkj00xdzpk,gmail.com,불교,동덕여자대학교,사회,3.75
21732,윤용영,남성,166.0,69.3,AB형,19750125,010-6203-1855,eeib9tzov,naver.com,무교,건국대학교,예체능,0.62
21741,이택현,남성,170.9,67.4,A형,19790519,010-1490-9502,i9m7tvj33ei2,daum.net,무교,건국대학교,교육,3.53
21751,박상은,여성,151.9,52.8,A형,19541108,010-7778-7950,hyid6lu,naver.com,무교,숙명여자대학교,자연,0.38
21753,이현진,남성,171.5,63.9,B형,19740814,010-4547-6078,e3vhns,gmail.com,불교,숙명여자대학교,사회,0.94
21757,이협진,여성,162.4,55.5,O형,19501031,010-0345-3411,wnhqocemj,daum.net,불교,성균관대학교,의학,3.95
21760,정진희,여성,161.9,49.0,AB형,19840926,010-4663-9481,qlv5q3504,daum.net,무교,가톨릭대학교,자연,2.25
21763,전성지,남성,177.0,68.3,B형,19520816,010-6573-7747,eyi8x4nqhytc,naver.com,무교,한국성서대학교,사회,2.6
21764,김준서,여성,151.4,57.0,A형,19510212,010-5702-4670,aplaovja9,daum.net,무교,서울과학기술대학교,인문,3.37
21771,최은진,여성,160.1,52.2,O형,19541003,010-1420-3038,v08cdm299,gmail.com,무교,상명대학교,인문,1.72
21773,박준우,남성,169.6,64.3,A형,19621221,010-3167-9844,l70f5yw3nb,yahoo.com,기독교,서경대학교,자연,4.1
21777,임훈은,남성,168.7,64.2,AB형,19470223,010-2477-7535,xzej5vpppn,naver.com,기독교,한국방송통신대학교,공학,3.51
21780,류협우,여성,150.8,56.4,B형,19650929,010-5799-5271,euecovk0ca8p,daum.net,무교,삼육대학교,자연,3.73
21781,최용은,남성,166.5,69.8,AB형,19901113,010-3745-7994,nm0fowj29ij,daum.net,불교,경기대학교,의학,3.19
21785,황진협,남성,167.6,68.4,B형,19760131,010-5098-5276,fsgis37avnkh,yahoo.com,무교,한영신학대학교,교육,0.69
21787,김서택,남성,170.3,63.9,O형,19710125,010-4961-9874,pj8sfdsyfi31,daum.net,기독교,한양대학교,인문,2.75
21788,이성희,남성,165.3,66.5,A형,19800307,010-6709-3529,x6id9ldub,daum.net,무교,서강대학교,인문,3.6
21789,전협상,여성,158.8,53.8,A형,19770729,010-5038-5987,pr35nj8j0k,daum.net,불교,한영신학대학교,사회,1.74
21790,김훈상,여성,150.5,58.2,A형,19550612,010-0460-3571,dds8qojx1r3ui,daum.net,불교,한국성서대학교,예체능,1.73
21797,반훈협,남성,170.7,64.1,A형,19841222,010-0096-2117,s4y1bek41l,daum.net,불교,육군사관학교,사회,1.3
21802,김성용,여성,152.0,53.8,O형,19941107,010-3990-1518,na3o43,daum.net,불교,그리스도대학교,사회,3.3
21804,안택남,남성,165.4,67.2,AB형,19950415,010-9944-6998,iukfm1r2u,naver.com,불교,동덕여자대학교,사회,4.29
21807,이남협,여성,159.7,55.4,AB형,19860818,010-6696-2116,gnnwul0,gmail.com,무교,경희대학교,사회,2.69
21810,장협석,남성,165.6,62.0,B형,19791126,010-2426-6707,y84hco5z9w,naver.com,무교,서울교육대학교,예체능,3.66
21814,이정협,여성,154.1,51.7,AB형,19750907,010-6273-8227,khy9g0hvw3c,naver.com,기독교,세종대학교,자연,2.29
21815,장준정,여성,151.2,48.1,B형,19750528,010-9610-5952,bo4mbeq3ljbuz,gmail.com,불교,국민대학교,예체능,0.79
21819,김덕종,여성,165.2,51.1,AB형,19580723,010-1514-6569,vg6nluc,daum.net,무교,성신여자대학교,교육,0.8
21820,고상용,여성,147.0,48.3,B형,19540514,010-9443-1629,c7ev05pmy,gmail.com,기독교,추계예술대학교,공학,0.56
21825,박우지,남성,181.3,66.9,O형,19780813,010-5429-3060,xzjafsy,gmail.com,불교,이화여자대학,예체능,1.88
21827,박정석,여성,152.7,60.3,A형,19620505,010-2977-8885,o5ttc794kayd,yahoo.com,불교,서울여자대학교,사회,2.27
21828,이남희,남성,168.2,70.0,A형,19860411,010-2344-3056,u4wedgk8wbsz,naver.com,무교,광운대학교,의학,2.5
21829,최서희,여성,155.4,53.8,O형,19600209,010-5978-4380,m1n2uy1b7j6e,daum.net,불교,서경대학교,자연,2.66
21837,이지택,남성,173.8,72.7,A형,19940519,010-4055-5210,oz2x9puqq,gmail.com,무교,이화여자대학,사회,3.2
21844,김준상,남성,173.2,63.5,B형,19701224,010-5800-1350,hs2a6uecl,gmail.com,무교,한영신학대학교,인문,0.75
21850,최지석,남성,168.4,65.5,B형,19560822,010-7445-0269,ubtrdtznj4bd,naver.com,무교,서울교육대학교,인문,2.26
21857,박영희,여성,150.3,63.7,O형,19700101,010-2207-0053,bicr4te3k1c,daum.net,무교,동덕여자대학교,사회,1.75
21865,최남준,여성,163.7,54.0,AB형,19930630,010-3023-8717,jwdtfi29oodk,yahoo.com,무교,서경대학교,교육,3.06
21867,오서은,여성,161.9,49.8,AB형,19590811,010-4046-3220,hzfx8b,gmail.com,기독교,추계예술대학교,예체능,0.95
21873,문종현,여성,149.4,48.5,A형,19481111,010-6738-4279,uprl536lfviqy,naver.com,불교,연세대학교,교육,0.86
21874,이훈덕,남성,166.0,69.8,B형,19631225,010-4342-5814,t87z3llxw3,daum.net,무교,성균관대학교,교육,1.57
21878,심상정,여성,157.7,51.3,A형,19860707,010-6798-2340,pt09orymx,gmail.com,무교,건국대학교,교육,0.69
21880,박용진,남성,179.3,66.6,O형,19570902,010-9529-4995,u1raggzlw17,gmail.com,기독교,서울교육대학교,법학,3.7
21881,최지석,여성,155.3,49.0,AB형,19461211,010-8464-8293,pd10vb2tqblf,gmail.com,무교,한국체육대학교,예체능,1.51
21882,이지용,남성,169.3,71.6,AB형,19830411,010-9598-7762,ro7dye,naver.com,기독교,연세대학교,자연,3.38
21885,김지진,여성,158.8,62.9,O형,19720130,010-0683-3427,ukxjrjgys,gmail.com,무교,경희대학교,법학,0.12
21893,김지희,남성,172.4,61.5,A형,19490808,010-0863-9799,n69crvylbh2d,naver.com,무교,감리교신학대학교,법학,3.91
21898,김우은,남성,166.3,62.6,O형,19810518,010-2524-3530,y9r8740aq,gmail.com,무교,연세대학교,예체능,2.62
21901,김남성,남성,166.2,65.5,B형,19830912,010-9132-7184,ik6ndd1,yahoo.com,기독교,총신대학교,인문,1.8
21911,정협준,남성,172.7,73.3,A형,19490208,010-1224-3064,v4rynbelg,yahoo.com,기독교,성균관대학교,의학,2.61
21914,이진지,여성,151.7,59.8,A형,19681004,010-2283-3750,ewc618ejn824,gmail.com,무교,중앙대학교,예체능,4.03
21917,정영훈,남성,172.1,64.5,AB형,19840425,010-8749-7866,b9dlgqs,naver.com,불교,덕성자대학교,사회,2.52
21927,장훈지,여성,159.0,53.4,B형,19810321,010-6194-0609,ovdyuo,naver.com,천주교,한국성서대학교,예체능,1.85
21929,박영석,여성,161.0,52.0,B형,19850312,010-5524-0386,ww1v3zzeq2,gmail.com,무교,한국체육대학교,사회,2.47
21930,김훈상,여성,151.1,52.5,A형,19920808,010-3673-5292,z9dqiqg7h,naver.com,무교,한성대학교,공학,1.1
21932,배우영,남성,157.0,59.6,B형,19561119,010-8471-1572,tbkmhrn8c,gmail.com,기독교,연세대학교,사회,2.54
21938,김협은,여성,157.2,50.7,A형,19700111,010-1051-3557,rrckwvrz1gq,daum.net,기독교,그리스도대학교,자연,2.69
21939,김덕훈,여성,156.9,63.8,B형,19870126,010-8986-5359,hsm0xfz4wt,gmail.com,기독교,육군사관학교,자연,0.62
21941,장덕준,남성,170.1,68.5,B형,19570607,010-9097-2480,c7us1nope6v4o,daum.net,기독교,경기대학교,자연,2.33
21943,이준지,남성,175.5,63.8,O형,19500215,010-5329-5164,d5uxl2q,daum.net,불교,서울대학교,자연,0.99
21947,김현석,여성,153.9,55.5,A형,19810101,010-9911-1765,ngiirb7z8a,naver.com,무교,건국대학교,의학,1.22
21950,박준현,남성,174.0,61.5,A형,19500403,010-6202-0723,iehitfgq6,daum.net,기독교,성균관대학교,법학,2.21
21960,한석우,여성,149.1,57.1,A형,19830411,010-5440-0969,bqeoa7r,gmail.com,무교,총신대학교,사회,1.08
21962,김진은,여성,162.1,51.8,O형,19950830,010-2156-0548,qu14nle,yahoo.com,천주교,한양대학교,인문,3.25
21966,변상지,여성,156.5,55.4,B형,19710318,010-8309-9173,zg5vkndk7s,naver.com,기독교,한성대학교,공학,1.32
21967,허정택,남성,168.1,61.9,A형,19530803,010-4492-0273,h9wmrk1g,yahoo.com,무교,서울대학교,자연,4.15
21972,주희석,남성,168.0,72.4,B형,19661122,010-4128-5192,guhiur92,naver.com,불교,감리교신학대학교,사회,0.94
21981,김지남,여성,155.4,59.3,A형,19660717,010-8974-2739,e8cpj4sq,gmail.com,불교,KAIST,사회,0.45
21991,이우남,여성,155.7,52.7,A형,19880419,010-0709-1819,vmr4np1,gmail.com,무교,서울교육대학교,법학,1.55
21994,최종남,남성,166.8,66.6,AB형,19881026,010-3244-4479,odwkk8ez90,daum.net,무교,연세대학교,예체능,3.47
21997,정진희,여성,149.7,62.8,B형,19640728,010-4673-0353,xf6bzosi5k,yahoo.com,천주교,육군사관학교,예체능,0.03
21998,홍종정,남성,167.6,67.0,A형,19580227,010-5001-2300,kqgk98zdq,daum.net,무교,추계예술대학교,자연,1.88
21999,진덕준,남성,171.6,63.1,A형,19660420,010-2454-2776,mbqsybbh6,daum.net,기독교,홍익대학교,자연,4.44
22003,유훈현,여성,152.7,55.7,B형,19580512,010-3747-9399,g46356mj,naver.com,기독교,추계예술대학교,사회,0.76
22008,김훈석,여성,157.3,59.1,B형,19610512,010-8860-4974,purks8a6avnn,gmail.com,기독교,동덕여자대학교,의학,2.47
22010,이덕지,남성,168.4,62.1,A형,19580820,010-5371-4355,klsvnl9pzmb,daum.net,무교,서울여자대학교,자연,4.17
22019,이정준,여성,165.6,57.0,AB형,19690607,010-9859-6018,sd3meh5o,daum.net,무교,서울기독대학교,공학,2.68
22025,정진영,남성,171.4,64.0,AB형,19490226,010-2805-8717,zjj3or39c0fiv,yahoo.com,불교,경기대학교,예체능,3.89
22027,정은성,여성,155.0,47.7,B형,19590219,010-1091-1000,otw6yvh5,gmail.com,천주교,서울시립대학교,자연,3.41
22028,강성상,여성,152.4,55.2,O형,19500202,010-4684-6114,mjldqhttr,yahoo.com,기독교,가톨릭대학교,의학,1.63
22029,정준훈,여성,161.6,62.8,A형,19660330,010-7458-4316,cpi86p0w6sszv,daum.net,불교,서울여자대학교,인문,0.37
22037,류우종,남성,179.7,74.3,AB형,19951216,010-7782-4908,v36e2n,daum.net,불교,서울기독대학교,공학,0.5
22042,서준현,여성,154.4,52.4,A형,19741024,010-5771-2953,m1blgn95q,yahoo.com,무교,동덕여자대학교,교육,3.68
22050,김우종,여성,155.4,57.0,B형,19710207,010-9872-2855,ciymq1cnx,gmail.com,무교,서울시립대학교,공학,2
22061,홍정성,남성,168.3,68.3,A형,19810913,010-8170-5885,pwqq3sf3,naver.com,무교,연세대학교,예체능,0.64
22067,류택석,여성,152.6,56.3,B형,19881231,010-1740-9788,csr8hbbm29i,yahoo.com,기독교,서울대학교,인문,4.48
22072,최훈용,남성,168.6,66.1,A형,19510205,010-7009-0297,xmw937p,yahoo.com,기독교,경희대학교,자연,1.11
22078,정진덕,남성,167.7,61.6,AB형,19540729,010-7616-8587,zyej1w8kvwg,yahoo.com,무교,건국대학교,의학,1.88
22081,이훈우,남성,163.2,74.5,B형,19540326,010-2398-9447,bwqr3uy6byh,gmail.com,무교,서울교육대학교,사회,0.08
22085,이영현,여성,149.9,53.7,A형,19910917,010-5873-3543,i6xnxykvfo7ed,daum.net,무교,국민대학교,법학,1.06
22088,이훈남,여성,154.7,50.9,A형,19940326,010-8150-2804,irn2qbhf1,gmail.com,기독교,한국예술종합학교,사회,3.93
22095,고석준,여성,156.6,54.8,B형,19790309,010-8200-5650,e1ypvxr,daum.net,불교,한국체육대학교,인문,2.29
22098,최은서,여성,166.7,54.4,O형,19800219,010-6386-9216,cbkxarvt09,daum.net,불교,숙명여자대학교,예체능,2.1
22100,문협영,남성,169.8,71.5,O형,19670915,010-4423-4198,e9cemav2yzoc,yahoo.com,무교,서울시립대학교,법학,4.02
22101,배현협,남성,172.1,64.7,B형,19680908,010-6934-3790,oyllft,naver.com,불교,이화여자대학,예체능,0.46
