No,이름,성별,신장,체중,혈액형,생일,전화번호,이메일아이디,이메일도메인,종교관,IP,MAC
5042,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1977****,*************,*************,gmail.com,무교,137.156.182.184,38:ba:9b:53:51:bc
16250,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1977****,*************,*************,yahoo.com,무교,56.14.84.101,61:0a:3b:dc:63:8f
19924,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1977****,*************,*************,gmail.com,불교,222.228.81.234,45:b6:2f:72:56:12
22795,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1977****,*************,*************,yahoo.com,기독교,8.52.107.202,76:9f:ac:31:d9:25
3877,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1977****,*************,*************,daum.net,무교,232.82.5.37,02:55:68:86:63:2f
12619,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",AB형,1977****,*************,*************,gmail.com,천주교,37.92.211.219,9c:d6:be:23:a1:31
20530,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1977****,*************,*************,yahoo.com,무교,222.176.125.209,47:fe:56:3d:03:68
29529,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1977****,*************,*************,gmail.com,무교,59.36.3.71,c0:97:6d:28:df:06
10435,최**,남성,"[160.0, 170.0[","[60.0, 70.0[",AB형,1977****,*************,*************,gmail.com,천주교,81.74.134.120,62:15:41:1a:bc:ed
37143,최**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1977****,*************,*************,naver.com,무교,103.181.196.250,2e:25:f9:13:dd:46
39221,최**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1977****,*************,*************,yahoo.com,기독교,205.18.74.38,da:d7:7c:98:a1:fb
39735,최**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1977****,*************,*************,daum.net,불교,95.185.201.145,7b:51:72:05:3c:e0
3820,김**,여성,"[150.0, 160.0[","[60.0, 70.0[",B형,1978****,*************,*************,daum.net,무교,51.121.234.198,e3:a4:d2:23:7e:52
5172,김**,여성,"[150.0, 160.0[","[60.0, 70.0[",B형,1978****,*************,*************,yahoo.com,무교,167.119.245.131,74:c6:1f:cb:04:6b
19776,김**,여성,"[150.0, 160.0[","[60.0, 70.0[",B형,1978****,*************,*************,yahoo.com,천주교,185.100.25.6,0c:ae:63:77:89:6d
22453,김**,여성,"[150.0, 160.0[","[60.0, 70.0[",A형,1978****,*************,*************,daum.net,무교,160.180.116.20,ad:37:e7:fe:9d:3e
1200,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1978****,*************,*************,daum.net,기독교,40.129.23.51,e5:78:57:d9:20:df
3947,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1978****,*************,*************,yahoo.com,무교,158.11.21.134,fb:77:11:6d:7d:81
6762,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",AB형,1978****,*************,*************,yahoo.com,기독교,196.186.154.152,46:a2:eb:cd:2e:76
12118,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",AB형,1978****,*************,*************,daum.net,무교,169.112.42.168,05:22:7a:e5:66:7a
13437,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1978****,*************,*************,yahoo.com,무교,103.228.54.237,cf:18:21:f9:46:bb
13556,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1978****,*************,*************,yahoo.com,무교,64.227.44.140,12:1b:90:68:94:d1
27757,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",AB형,1978****,*************,*************,naver.com,무교,156.119.243.32,6b:c8:a8:ef:cf:af
34319,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1978****,*************,*************,gmail.com,불교,91.177.190.178,81:ce:e2:ca:3c:22
11310,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1978****,*************,*************,daum.net,무교,16.163.79.57,85:6f:f8:2d:93:ff
11464,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1978****,*************,*************,yahoo.com,무교,80.15.219.176,a3:6b:1e:3b:84:56
13077,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1978****,*************,*************,yahoo.com,기독교,164.65.177.149,3b:ec:99:f5:c8:97
22488,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",AB형,1978****,*************,*************,yahoo.com,무교,40.108.39.128,9e:de:d1:b6:33:ff
31831,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1978****,*************,*************,yahoo.com,무교,10.82.113.94,5f:45:9d:ee:b6:d3
31921,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",AB형,1978****,*************,*************,gmail.com,기독교,96.33.208.255,00:0d:88:17:2f:98
36874,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1978****,*************,*************,yahoo.com,무교,198.229.170.226,1c:50:65:98:40:2f
10673,박**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1978****,*************,*************,naver.com,무교,139.145.40.163,c8:18:b7:46:32:f1
25456,박**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1978****,*************,*************,naver.com,불교,46.226.53.57,2e:72:b6:ad:90:78
29716,박**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1978****,*************,*************,daum.net,무교,102.233.224.163,e2:d5:b5:e5:89:4c
31327,박**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1978****,*************,*************,naver.com,무교,31.215.78.191,ff:54:a8:55:c3:15
31421,박**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1978****,*************,*************,gmail.com,무교,98.158.169.234,9e:d8:c7:33:91:49
39991,박**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1978****,*************,*************,naver.com,기독교,187.247.40.143,f8:0c:59:77:c7:ef
3006,박**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1978****,*************,*************,daum.net,무교,227.8.78.49,e9:3a:b0:ea:1c:0d
3984,박**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1978****,*************,*************,gmail.com,무교,31.28.36.252,2d:14:cb:a6:77:51
17719,박**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1978****,*************,*************,yahoo.com,기독교,153.111.98.45,35:d6:ee:12:d9:20
1347,윤**,여성,"[160.0, 170.0[","[60.0, 70.0[",A형,1978****,*************,*************,naver.com,무교,212.83.34.212,9c:02:40:ed:79:bd
8739,윤**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1978****,*************,*************,naver.com,기독교,38.202.196.95,5f:fc:52:2b:01:f6
11543,윤**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1978****,*************,*************,naver.com,기독교,197.193.47.122,44:39:c2:4d:dd:0c
5389,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",AB형,1978****,*************,*************,yahoo.com,불교,224.8.79.217,72:96:9c:09:cf:a5
16713,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1978****,*************,*************,yahoo.com,무교,244.100.221.157,6d:08:1f:e2:79:33
18531,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1978****,*************,*************,yahoo.com,무교,254.169.177.10,94:fc:e5:6a:a1:3d
20517,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1978****,*************,*************,gmail.com,무교,170.101.63.191,bd:a0:32:95:6a:3c
24916,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1978****,*************,*************,yahoo.com,무교,25.158.75.64,3c:c6:95:b4:cf:1c
8462,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1978****,*************,*************,naver.com,불교,40.47.254.141,10:b1:bd:b5:3a:c4
17359,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1978****,*************,*************,gmail.com,무교,254.189.136.179,1d:00:59:87:f4:10
30614,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1978****,*************,*************,yahoo.com,기독교,182.77.36.237,6f:d9:6c:1d:63:6a
34267,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1978****,*************,*************,gmail.com,불교,65.91.204.230,10:f4:18:33:f8:6f
4345,황**,남성,"[170.0, 180.0[","[60.0, 70.0[",AB형,1978****,*************,*************,naver.com,무교,26.213.43.68,c9:79:e8:a3:d9:a0
8598,황**,남성,"[170.0, 180.0[","[60.0, 70.0[",AB형,1978****,*************,*************,yahoo.com,불교,84.137.125.186,24:e2:72:7d:3d:e6
22873,황**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1978****,*************,*************,yahoo.com,무교,204.97.81.144,eb:39:7a:13:5d:86
26982,황**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1978****,*************,*************,daum.net,기독교,234.195.191.229,4b:a7:8d:3d:31:a9
27039,강**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1979****,*************,*************,gmail.com,무교,181.242.160.38,84:e3:9a:8f:6e:30
38101,강**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1979****,*************,*************,naver.com,불교,157.81.97.153,0f:02:99:f3:87:cd
39798,강**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1979****,*************,*************,naver.com,무교,100.1.237.49,0b:88:33:27:c7:12
24812,권**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1979****,*************,*************,naver.com,기독교,157.179.178.174,61:12:62:0e:51:35
29254,권**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1979****,*************,*************,gmail.com,불교,255.75.254.42,77:a1:cc:11:b6:08
36070,권**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1979****,*************,*************,yahoo.com,무교,251.78.18.242,cc:2f:54:5a:a9:32
23530,김**,여성,"[150.0, 160.0[","[60.0, 70.0[",B형,1979****,*************,*************,gmail.com,천주교,64.88.248.39,e3:e4:39:11:58:88
33917,김**,남성,"[150.0, 160.0[","[60.0, 70.0[",O형,1979****,*************,*************,naver.com,기독교,31.4.219.11,ec:f7:be:0b:51:ac
38815,김**,여성,"[150.0, 160.0[","[60.0, 70.0[",O형,1979****,*************,*************,gmail.com,무교,111.108.75.200,88:45:29:93:28:15
993,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",AB형,1979****,*************,*************,gmail.com,기독교,24.117.164.184,7a:55:36:dc:69:7f
1908,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1979****,*************,*************,yahoo.com,기독교,101.48.18.231,88:e8:80:61:14:73
6957,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1979****,*************,*************,gmail.com,기독교,121.188.213.124,d1:4e:10:c4:09:56
8941,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1979****,*************,*************,yahoo.com,무교,80.152.136.26,2d:90:98:0a:e5:15
11757,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1979****,*************,*************,daum.net,무교,167.126.202.46,18:61:50:03:c1:85
22624,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1979****,*************,*************,yahoo.com,기독교,15.206.149.72,47:40:b9:87:7c:46
23533,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1979****,*************,*************,yahoo.com,무교,237.216.110.142,63:39:0d:fe:9e:33
23554,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",AB형,1979****,*************,*************,daum.net,기독교,139.135.22.161,ff:8a:01:9a:5a:fa
36178,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1979****,*************,*************,yahoo.com,불교,41.235.74.96,af:2f:1f:d1:5d:5a
36247,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1979****,*************,*************,naver.com,불교,19.199.8.53,40:3d:47:aa:d8:ad
2450,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",AB형,1979****,*************,*************,naver.com,불교,133.139.225.234,e1:40:db:a2:f4:6b
2928,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1979****,*************,*************,naver.com,불교,140.214.192.99,e2:4c:eb:7b:f6:62
10964,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",AB형,1979****,*************,*************,gmail.com,불교,25.103.98.32,e3:f8:a0:84:88:12
11025,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1979****,*************,*************,yahoo.com,불교,11.103.92.69,5a:37:4a:e1:b5:7c
19966,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1979****,*************,*************,naver.com,기독교,232.35.72.64,a5:aa:12:67:80:98
20821,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1979****,*************,*************,naver.com,불교,112.128.36.192,ba:98:dd:1b:40:44
21774,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1979****,*************,*************,naver.com,무교,218.127.48.250,a0:87:48:dd:5c:4c
22490,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1979****,*************,*************,yahoo.com,무교,78.54.89.9,d3:10:54:7e:88:69
22631,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1979****,*************,*************,naver.com,불교,84.70.160.183,87:1e:d7:38:e0:14
24251,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1979****,*************,*************,yahoo.com,기독교,54.154.39.4,cf:68:c6:30:3d:3a
38105,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1979****,*************,*************,daum.net,무교,245.104.177.212,73:9e:41:de:b0:6d
2444,박**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1979****,*************,*************,daum.net,불교,74.11.17.235,d6:a2:1f:76:8e:d6
2950,박**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1979****,*************,*************,yahoo.com,무교,227.87.140.113,1b:f9:69:18:ef:e3
31630,박**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1979****,*************,*************,gmail.com,무교,62.226.66.73,26:90:ce:f7:87:74
11739,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",AB형,1979****,*************,*************,naver.com,기독교,2.233.106.124,12:c5:ee:b8:4d:92
12702,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1979****,*************,*************,naver.com,천주교,188.111.138.211,2f:fd:ec:99:83:76
13271,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1979****,*************,*************,naver.com,불교,118.145.211.142,71:7d:59:18:42:7b
14340,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1979****,*************,*************,daum.net,기독교,62.99.72.3,af:e8:db:77:b0:f4
33245,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",AB형,1979****,*************,*************,gmail.com,무교,33.220.39.207,d7:4f:c4:99:52:79
39066,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1979****,*************,*************,gmail.com,무교,2.6.157.226,44:cf:f3:3d:3d:59
90,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1979****,*************,*************,yahoo.com,불교,145.228.156.74,05:32:6c:b5:bb:27
2118,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1979****,*************,*************,gmail.com,무교,24.106.181.155,1e:1a:5b:28:78:e8
4072,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1979****,*************,*************,gmail.com,기독교,138.55.199.147,cc:2f:3c:be:68:a3
4222,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1979****,*************,*************,naver.com,무교,253.98.73.16,1f:a9:fd:a5:b9:92
5125,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1979****,*************,*************,daum.net,기독교,252.4.255.190,16:24:ab:77:74:24
7017,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1979****,*************,*************,gmail.com,불교,151.35.144.31,e9:67:94:5b:2d:22
7614,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1979****,*************,*************,yahoo.com,기독교,102.131.93.149,f9:82:23:4c:db:95
22930,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1979****,*************,*************,daum.net,불교,57.17.82.223,dc:1f:46:25:ae:38
24300,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1979****,*************,*************,daum.net,천주교,81.69.35.62,c7:6d:31:18:a7:d4
26886,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1979****,*************,*************,gmail.com,무교,15.71.5.107,75:0d:15:bc:36:93
28940,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1979****,*************,*************,gmail.com,무교,178.219.130.5,40:2b:ca:f2:df:3a
4846,최**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1979****,*************,*************,daum.net,불교,204.78.94.66,30:f5:b0:78:98:61
5741,최**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1979****,*************,*************,yahoo.com,불교,176.168.14.174,a3:54:d2:b2:00:a6
39060,최**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1979****,*************,*************,naver.com,무교,1.4.211.124,9c:35:64:a9:45:ea
1698,김**,여성,"[150.0, 160.0[","[60.0, 70.0[",B형,1980****,*************,*************,yahoo.com,기독교,232.129.253.232,2e:c5:6f:e1:96:d4
20334,김**,여성,"[150.0, 160.0[","[60.0, 70.0[",O형,1980****,*************,*************,daum.net,무교,241.126.2.245,80:e3:f0:a6:84:d0
27179,김**,여성,"[150.0, 160.0[","[60.0, 70.0[",B형,1980****,*************,*************,yahoo.com,무교,199.48.198.1,c5:bd:98:b0:23:40
27933,김**,여성,"[150.0, 160.0[","[60.0, 70.0[",O형,1980****,*************,*************,daum.net,불교,39.140.97.11,35:4a:c8:ee:17:9d
37654,김**,여성,"[150.0, 160.0[","[60.0, 70.0[",O형,1980****,*************,*************,yahoo.com,기독교,178.30.173.5,e4:0e:81:4b:9c:b6
305,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1980****,*************,*************,daum.net,무교,194.22.228.213,26:9b:9e:6e:ef:de
2125,김**,여성,"[160.0, 170.0[","[60.0, 70.0[",O형,1980****,*************,*************,naver.com,불교,223.178.30.150,48:17:93:d2:bb:ad
5146,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1980****,*************,*************,gmail.com,무교,26.107.119.195,a7:7c:08:fa:1f:a2
5886,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1980****,*************,*************,naver.com,기독교,251.178.82.181,df:1e:42:be:23:24
6112,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1980****,*************,*************,gmail.com,천주교,139.38.154.5,68:0d:c8:ed:b6:59
11368,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1980****,*************,*************,daum.net,기독교,151.154.47.35,d3:b5:4e:dc:77:29
12945,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1980****,*************,*************,yahoo.com,무교,7.177.76.218,7f:98:85:ba:f5:7a
14623,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1980****,*************,*************,gmail.com,기독교,198.43.14.209,92:39:60:ea:f8:45
15276,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1980****,*************,*************,naver.com,기독교,100.80.105.137,bd:2e:38:37:0c:9e
20829,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1980****,*************,*************,naver.com,무교,36.22.254.197,32:c9:4c:04:14:82
31230,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1980****,*************,*************,yahoo.com,무교,249.38.119.23,01:04:db:fc:87:fa
5030,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1980****,*************,*************,naver.com,무교,71.12.4.4,55:0c:a2:0f:c0:cb
6698,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1980****,*************,*************,daum.net,무교,114.227.221.250,0a:fd:3d:e9:aa:b5
7351,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1980****,*************,*************,yahoo.com,무교,239.226.30.62,9d:17:5d:1e:9d:e4
14053,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1980****,*************,*************,gmail.com,기독교,146.8.156.155,c1:46:72:0f:5f:3e
15109,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1980****,*************,*************,daum.net,무교,220.31.22.133,b7:ae:9d:79:74:38
15359,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1980****,*************,*************,daum.net,기독교,203.30.24.83,02:e0:3d:13:5d:8e
18109,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1980****,*************,*************,yahoo.com,천주교,137.75.231.251,d3:40:90:99:0a:a9
27448,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",AB형,1980****,*************,*************,yahoo.com,기독교,71.158.161.182,bf:6f:2f:ae:0e:cd
28618,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1980****,*************,*************,naver.com,불교,178.47.203.134,ad:72:b5:39:1d:96
31297,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1980****,*************,*************,yahoo.com,기독교,55.22.82.126,50:4b:dc:f3:d4:5b
36177,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1980****,*************,*************,yahoo.com,불교,139.12.242.45,2b:79:1a:9b:34:3e
36188,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1980****,*************,*************,yahoo.com,기독교,113.87.5.37,63:f3:02:53:23:1f
15078,박**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1980****,*************,*************,yahoo.com,무교,221.243.116.35,c6:ad:ef:ef:c7:82
16440,박**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1980****,*************,*************,gmail.com,무교,98.207.52.73,ca:a1:58:4c:bc:d8
26838,박**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1980****,*************,*************,yahoo.com,불교,70.110.66.91,c4:49:a6:8b:af:02
29694,박**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1980****,*************,*************,daum.net,천주교,157.170.111.58,9e:78:c1:49:d8:ea
12471,신**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1980****,*************,*************,naver.com,불교,123.4.5.246,a0:4d:75:69:cc:d1
26343,신**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1980****,*************,*************,yahoo.com,무교,248.243.87.76,8e:0c:72:ae:a7:00
38262,신**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1980****,*************,*************,yahoo.com,불교,125.20.128.245,2b:09:b4:28:d8:26
6061,윤**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1980****,*************,*************,yahoo.com,무교,148.169.155.83,8d:71:68:c6:87:41
14419,윤**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1980****,*************,*************,yahoo.com,천주교,135.201.201.31,c1:87:11:bd:dc:53
16138,윤**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1980****,*************,*************,naver.com,무교,78.33.198.12,3f:2e:43:9c:82:e0
2165,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1980****,*************,*************,daum.net,무교,226.162.112.235,bf:19:95:7c:2b:c3
4734,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1980****,*************,*************,naver.com,무교,111.75.231.117,ee:97:ff:6a:6c:ec
13640,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1980****,*************,*************,naver.com,무교,69.166.49.76,d9:56:4e:34:30:b3
17006,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1980****,*************,*************,yahoo.com,무교,33.230.48.9,95:dd:ba:43:85:20
383,최**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1980****,*************,*************,yahoo.com,무교,142.207.183.6,84:48:c0:d3:aa:c6
5208,최**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1980****,*************,*************,daum.net,불교,251.249.42.73,4c:bc:a0:ee:d3:6d
34716,최**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1980****,*************,*************,daum.net,무교,36.204.114.82,a4:39:a1:04:3e:aa
6578,강**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1981****,*************,*************,gmail.com,기독교,128.67.163.125,37:c5:02:87:dc:ba
17211,강**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1981****,*************,*************,naver.com,무교,206.8.92.78,11:f5:40:eb:24:54
24088,강**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1981****,*************,*************,naver.com,기독교,207.236.209.226,41:fb:52:42:50:d4
18084,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1981****,*************,*************,gmail.com,천주교,226.249.56.244,60:1f:1b:b2:8a:d4
18602,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1981****,*************,*************,gmail.com,불교,158.155.27.125,c5:0a:38:01:6c:02
21314,김**,여성,"[160.0, 170.0[","[60.0, 70.0[",O형,1981****,*************,*************,naver.com,기독교,87.183.252.67,f8:c2:d1:c1:82:a8
26946,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1981****,*************,*************,naver.com,무교,11.67.107.111,1e:01:b1:52:c3:60
28881,김**,여성,"[160.0, 170.0[","[60.0, 70.0[",B형,1981****,*************,*************,gmail.com,기독교,122.167.207.179,2b:fc:0f:28:59:0f
30474,김**,여성,"[160.0, 170.0[","[60.0, 70.0[",O형,1981****,*************,*************,naver.com,천주교,200.92.143.205,86:9c:ad:5c:80:e0
38730,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1981****,*************,*************,gmail.com,불교,108.87.169.167,3e:5c:e7:c1:b4:8f
1189,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",AB형,1981****,*************,*************,yahoo.com,불교,254.96.33.188,2a:8b:72:65:3c:c3
25338,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1981****,*************,*************,gmail.com,기독교,189.240.180.80,63:91:99:4d:b3:23
36078,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1981****,*************,*************,yahoo.com,불교,249.254.109.100,10:89:e6:66:c9:25
36564,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1981****,*************,*************,daum.net,불교,15.188.184.78,f0:bb:32:3f:ba:a3
39806,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1981****,*************,*************,naver.com,불교,171.227.146.41,a2:e5:46:57:65:17
11120,박**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1981****,*************,*************,yahoo.com,불교,235.175.203.162,bd:ae:2d:62:0c:de
17103,박**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1981****,*************,*************,yahoo.com,기독교,140.243.117.107,6d:a8:f4:27:70:a4
32870,박**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1981****,*************,*************,naver.com,무교,102.197.93.93,0d:f1:ae:c2:c7:2d
27491,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1981****,*************,*************,yahoo.com,무교,183.87.175.200,83:18:35:9a:dc:4b
38865,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1981****,*************,*************,daum.net,무교,113.128.187.150,51:a6:b5:b5:87:6e
38874,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1981****,*************,*************,daum.net,기독교,204.91.121.148,64:4b:14:fe:01:15
3453,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1981****,*************,*************,yahoo.com,무교,35.111.217.114,3f:d6:aa:85:a1:79
7469,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",AB형,1981****,*************,*************,daum.net,무교,131.148.158.73,44:5b:db:50:d4:40
13727,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1981****,*************,*************,daum.net,기독교,90.85.222.94,d9:16:9f:37:cf:5d
30761,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1981****,*************,*************,naver.com,천주교,64.121.156.163,8b:4c:f1:eb:51:d4
