이름,성별,신장,체중,혈액형,생일,전화번호,이메일아이디,이메일도메인,종교관
김**,남성,"[160.0, 170.0[","[41.2, 84.3[",O형,1985-*****,*********,*************,naver.com,기독교
김**,여성,"[160.0, 170.0[","[41.2, 84.3[",B형,1985-*****,*********,*************,daum.net,기독교
김**,여성,"[160.0, 170.0[","[41.2, 84.3[",B형,1985-*****,*********,*************,gmail.com,기독교
김**,남성,"[160.0, 170.0[","[41.2, 84.3[",O형,1985-*****,*********,*************,gmail.com,무교
김**,여성,"[160.0, 170.0[","[41.2, 84.3[",O형,1985-*****,*********,*************,yahoo.com,무교
김**,남성,"[160.0, 170.0[","[41.2, 84.3[",O형,1985-*****,*********,*************,naver.com,무교
김**,남성,"[170.0, 180.0[","[41.2, 84.3[",B형,1985-*****,*********,*************,gmail.com,무교
김**,남성,"[170.0, 180.0[","[41.2, 84.3[",AB형,1985-*****,*********,*************,naver.com,불교
김**,남성,"[170.0, 180.0[","[41.2, 84.3[",A형,1985-*****,*********,*************,yahoo.com,무교
김**,남성,"[170.0, 180.0[","[41.2, 84.3[",AB형,1985-*****,*********,*************,gmail.com,천주교
김**,남성,"[170.0, 180.0[","[41.2, 84.3[",A형,1985-*****,*********,*************,naver.com,불교
김**,남성,"[170.0, 180.0[","[41.2, 84.3[",B형,1985-*****,*********,*************,yahoo.com,무교
김**,남성,"[170.0, 180.0[","[41.2, 84.3[",A형,1985-*****,*********,*************,gmail.com,천주교
김**,남성,"[170.0, 180.0[","[41.2, 84.3[",AB형,1985-*****,*********,*************,gmail.com,기독교
김**,남성,"[170.0, 180.0[","[41.2, 84.3[",A형,1985-*****,*********,*************,daum.net,천주교
김**,남성,"[170.0, 180.0[","[41.2, 84.3[",O형,1985-*****,*********,*************,gmail.com,불교
박**,여성,"[160.0, 170.0[","[41.2, 84.3[",A형,1985-*****,*********,*************,daum.net,무교
박**,남성,"[160.0, 170.0[","[41.2, 84.3[",A형,1985-*****,*********,*************,daum.net,불교
박**,여성,"[160.0, 170.0[","[41.2, 84.3[",A형,1985-*****,*********,*************,yahoo.com,무교
박**,남성,"[160.0, 170.0[","[41.2, 84.3[",B형,1985-*****,*********,*************,gmail.com,천주교
박**,남성,"[170.0, 180.0[","[41.2, 84.3[",A형,1985-*****,*********,*************,naver.com,불교
박**,남성,"[170.0, 180.0[","[41.2, 84.3[",B형,1985-*****,*********,*************,naver.com,무교
박**,남성,"[170.0, 180.0[","[41.2, 84.3[",A형,1985-*****,*********,*************,daum.net,불교
서**,여성,"[160.0, 170.0[","[41.2, 84.3[",A형,1985-*****,*********,*************,yahoo.com,천주교
서**,남성,"[160.0, 170.0[","[41.2, 84.3[",A형,1985-*****,*********,*************,yahoo.com,무교
서**,남성,"[160.0, 170.0[","[41.2, 84.3[",A형,1985-*****,*********,*************,gmail.com,무교
서**,남성,"[160.0, 170.0[","[41.2, 84.3[",B형,1985-*****,*********,*************,yahoo.com,불교
안**,남성,"[160.0, 170.0[","[41.2, 84.3[",O형,1985-*****,*********,*************,daum.net,무교
안**,남성,"[160.0, 170.0[","[41.2, 84.3[",A형,1985-*****,*********,*************,daum.net,무교
안**,남성,"[160.0, 170.0[","[41.2, 84.3[",A형,1985-*****,*********,*************,yahoo.com,기독교
안**,남성,"[160.0, 170.0[","[41.2, 84.3[",A형,1985-*****,*********,*************,daum.net,무교
안**,여성,"[160.0, 170.0[","[41.2, 84.3[",A형,1985-*****,*********,*************,daum.net,천주교
이**,여성,"[140.0, 150.0[","[41.2, 84.3[",AB형,1985-*****,*********,*************,naver.com,기독교
이**,여성,"[140.0, 150.0[","[41.2, 84.3[",B형,1985-*****,*********,*************,yahoo.com,기독교
이**,여성,"[140.0, 150.0[","[41.2, 84.3[",O형,1985-*****,*********,*************,gmail.com,불교
이**,여성,"[140.0, 150.0[","[41.2, 84.3[",AB형,1985-*****,*********,*************,yahoo.com,무교
이**,여성,"[150.0, 160.0[","[41.2, 84.3[",O형,1985-*****,*********,*************,yahoo.com,무교
이**,여성,"[150.0, 160.0[","[41.2, 84.3[",O형,1985-*****,*********,*************,daum.net,기독교
이**,여성,"[150.0, 160.0[","[41.2, 84.3[",A형,1985-*****,*********,*************,daum.net,기독교
이**,여성,"[150.0, 160.0[","[41.2, 84.3[",B형,1985-*****,*********,*************,naver.com,무교
이**,여성,"[150.0, 160.0[","[41.2, 84.3[",A형,1985-*****,*********,*************,yahoo.com,기독교
이**,여성,"[150.0, 160.0[","[41.2, 84.3[",A형,1985-*****,*********,*************,gmail.com,천주교
이**,여성,"[150.0, 160.0[","[41.2, 84.3[",O형,1985-*****,*********,*************,yahoo.com,무교
이**,여성,"[150.0, 160.0[","[41.2, 84.3[",O형,1985-*****,*********,*************,gmail.com,무교
이**,여성,"[150.0, 160.0[","[41.2, 84.3[",AB형,1985-*****,*********,*************,daum.net,무교
이**,남성,"[160.0, 170.0[","[41.2, 84.3[",B형,1985-*****,*********,*************,yahoo.com,기독교
이**,남성,"[160.0, 170.0[","[41.2, 84.3[",O형,1985-*****,*********,*************,yahoo.com,무교
이**,남성,"[160.0, 170.0[","[41.2, 84.3[",O형,1985-*****,*********,*************,naver.com,기독교
이**,여성,"[160.0, 170.0[","[41.2, 84.3[",B형,1985-*****,*********,*************,naver.com,무교
이**,남성,"[160.0, 170.0[","[41.2, 84.3[",AB형,1985-*****,*********,*************,naver.com,기독교
이**,남성,"[160.0, 170.0[","[41.2, 84.3[",O형,1985-*****,*********,*************,naver.com,기독교
이**,남성,"[170.0, 180.0[","[41.2, 84.3[",B형,1985-*****,*********,*************,gmail.com,불교
이**,남성,"[170.0, 180.0[","[41.2, 84.3[",O형,1985-*****,*********,*************,yahoo.com,무교
이**,남성,"[170.0, 180.0[","[41.2, 84.3[",O형,1985-*****,*********,*************,naver.com,불교
이**,남성,"[170.0, 180.0[","[41.2, 84.3[",B형,1985-*****,*********,*************,naver.com,무교
이**,남성,"[170.0, 180.0[","[41.2, 84.3[",A형,1985-*****,*********,*************,yahoo.com,무교
이**,남성,"[170.0, 180.0[","[41.2, 84.3[",O형,1985-*****,*********,*************,yahoo.com,불교
이**,남성,"[170.0, 180.0[","[41.2, 84.3[",B형,1985-*****,*********,*************,naver.com,기독교
이**,남성,"[170.0, 180.0[","[41.2, 84.3[",A형,1985-*****,*********,*************,daum.net,무교
이**,남성,"[170.0, 180.0[","[41.2, 84.3[",A형,1985-*****,*********,*************,daum.net,무교
이**,남성,"[170.0, 180.0[","[41.2, 84.3[",B형,1985-*****,*********,*************,naver.com,무교
이**,남성,"[170.0, 180.0[","[41.2, 84.3[",A형,1985-*****,*********,*************,gmail.com,무교
임**,여성,"[150.0, 160.0[","[41.2, 84.3[",AB형,1985-*****,*********,*************,naver.com,무교
임**,여성,"[150.0, 160.0[","[41.2, 84.3[",AB형,1985-*****,*********,*************,daum.net,불교
임**,여성,"[150.0, 160.0[","[41.2, 84.3[",B형,1985-*****,*********,*************,yahoo.com,천주교
조**,여성,"[160.0, 170.0[","[41.2, 84.3[",A형,1985-*****,*********,*************,daum.net,무교
조**,남성,"[160.0, 170.0[","[41.2, 84.3[",AB형,1985-*****,*********,*************,daum.net,무교
조**,남성,"[160.0, 170.0[","[41.2, 84.3[",B형,1985-*****,*********,*************,gmail.com,무교
최**,남성,"[160.0, 170.0[","[41.2, 84.3[",B형,1985-*****,*********,*************,daum.net,무교
최**,남성,"[160.0, 170.0[","[41.2, 84.3[",O형,1985-*****,*********,*************,daum.net,무교
최**,여성,"[160.0, 170.0[","[41.2, 84.3[",B형,1985-*****,*********,*************,daum.net,무교
최**,남성,"[160.0, 170.0[","[41.2, 84.3[",B형,1985-*****,*********,*************,daum.net,기독교
권**,여성,"[150.0, 160.0[","[41.2, 84.3[",B형,1986-*****,*********,*************,daum.net,기독교
권**,여성,"[150.0, 160.0[","[41.2, 84.3[",A형,1986-*****,*********,*************,naver.com,천주교
권**,여성,"[150.0, 160.0[","[41.2, 84.3[",A형,1986-*****,*********,*************,yahoo.com,무교
권**,여성,"[150.0, 160.0[","[41.2, 84.3[",B형,1986-*****,*********,*************,gmail.com,기독교
김**,여성,"[150.0, 160.0[","[41.2, 84.3[",O형,1986-*****,*********,*************,gmail.com,무교
김**,여성,"[150.0, 160.0[","[41.2, 84.3[",O형,1986-*****,*********,*************,naver.com,불교
김**,여성,"[150.0, 160.0[","[41.2, 84.3[",O형,1986-*****,*********,*************,naver.com,불교
김**,여성,"[150.0, 160.0[","[41.2, 84.3[",O형,1986-*****,*********,*************,daum.net,무교
김**,여성,"[150.0, 160.0[","[41.2, 84.3[",B형,1986-*****,*********,*************,naver.com,무교
김**,여성,"[150.0, 160.0[","[41.2, 84.3[",AB형,1986-*****,*********,*************,naver.com,무교
김**,여성,"[150.0, 160.0[","[41.2, 84.3[",A형,1986-*****,*********,*************,naver.com,불교
김**,여성,"[150.0, 160.0[","[41.2, 84.3[",A형,1986-*****,*********,*************,yahoo.com,무교
김**,여성,"[150.0, 160.0[","[41.2, 84.3[",B형,1986-*****,*********,*************,gmail.com,천주교
김**,여성,"[150.0, 160.0[","[41.2, 84.3[",A형,1986-*****,*********,*************,yahoo.com,불교
김**,여성,"[150.0, 160.0[","[41.2, 84.3[",O형,1986-*****,*********,*************,gmail.com,기독교
김**,여성,"[150.0, 160.0[","[41.2, 84.3[",B형,1986-*****,*********,*************,gmail.com,기독교
김**,여성,"[150.0, 160.0[","[41.2, 84.3[",AB형,1986-*****,*********,*************,gmail.com,기독교
김**,여성,"[150.0, 160.0[","[41.2, 84.3[",O형,1986-*****,*********,*************,yahoo.com,무교
김**,여성,"[150.0, 160.0[","[41.2, 84.3[",B형,1986-*****,*********,*************,gmail.com,기독교
김**,남성,"[160.0, 170.0[","[41.2, 84.3[",A형,1986-*****,*********,*************,gmail.com,무교
김**,여성,"[160.0, 170.0[","[41.2, 84.3[",A형,1986-*****,*********,*************,gmail.com,불교
김**,남성,"[160.0, 170.0[","[41.2, 84.3[",A형,1986-*****,*********,*************,gmail.com,무교
김**,남성,"[160.0, 170.0[","[41.2, 84.3[",O형,1986-*****,*********,*************,gmail.com,무교
김**,남성,"[160.0, 170.0[","[41.2, 84.3[",O형,1986-*****,*********,*************,daum.net,무교
김**,남성,"[160.0, 170.0[","[41.2, 84.3[",A형,1986-*****,*********,*************,yahoo.com,무교
김**,남성,"[160.0, 170.0[","[41.2, 84.3[",A형,1986-*****,*********,*************,yahoo.com,기독교
김**,남성,"[160.0, 170.0[","[41.2, 84.3[",B형,1986-*****,*********,*************,daum.net,무교
김**,남성,"[160.0, 170.0[","[41.2, 84.3[",A형,1986-*****,*********,*************,naver.com,기독교
김**,여성,"[160.0, 170.0[","[41.2, 84.3[",O형,1986-*****,*********,*************,daum.net,기독교
김**,여성,"[160.0, 170.0[","[41.2, 84.3[",O형,1986-*****,*********,*************,daum.net,무교
김**,여성,"[160.0, 170.0[","[41.2, 84.3[",A형,1986-*****,*********,*************,daum.net,기독교
김**,여성,"[160.0, 170.0[","[41.2, 84.3[",AB형,1986-*****,*********,*************,gmail.com,불교
김**,남성,"[160.0, 170.0[","[41.2, 84.3[",B형,1986-*****,*********,*************,daum.net,불교
김**,남성,"[160.0, 170.0[","[41.2, 84.3[",AB형,1986-*****,*********,*************,naver.com,불교
김**,남성,"[160.0, 170.0[","[41.2, 84.3[",A형,1986-*****,*********,*************,gmail.com,무교
김**,남성,"[160.0, 170.0[","[41.2, 84.3[",A형,1986-*****,*********,*************,naver.com,천주교
김**,여성,"[160.0, 170.0[","[41.2, 84.3[",AB형,1986-*****,*********,*************,daum.net,불교
김**,남성,"[170.0, 180.0[","[41.2, 84.3[",B형,1986-*****,*********,*************,naver.com,기독교
김**,남성,"[170.0, 180.0[","[41.2, 84.3[",B형,1986-*****,*********,*************,naver.com,무교
김**,남성,"[170.0, 180.0[","[41.2, 84.3[",A형,1986-*****,*********,*************,daum.net,기독교
김**,남성,"[170.0, 180.0[","[41.2, 84.3[",B형,1986-*****,*********,*************,gmail.com,무교
김**,남성,"[170.0, 180.0[","[41.2, 84.3[",O형,1986-*****,*********,*************,gmail.com,기독교
김**,남성,"[170.0, 180.0[","[41.2, 84.3[",O형,1986-*****,*********,*************,gmail.com,무교
김**,남성,"[170.0, 180.0[","[41.2, 84.3[",AB형,1986-*****,*********,*************,naver.com,무교
김**,남성,"[170.0, 180.0[","[41.2, 84.3[",O형,1986-*****,*********,*************,yahoo.com,불교
김**,남성,"[170.0, 180.0[","[41.2, 84.3[",O형,1986-*****,*********,*************,gmail.com,기독교
김**,남성,"[170.0, 180.0[","[41.2, 84.3[",O형,1986-*****,*********,*************,daum.net,무교
김**,남성,"[170.0, 180.0[","[41.2, 84.3[",O형,1986-*****,*********,*************,daum.net,기독교
김**,남성,"[170.0, 180.0[","[41.2, 84.3[",B형,1986-*****,*********,*************,naver.com,무교
박**,여성,"[150.0, 160.0[","[41.2, 84.3[",A형,1986-*****,*********,*************,naver.com,불교
박**,여성,"[150.0, 160.0[","[41.2, 84.3[",O형,1986-*****,*********,*************,yahoo.com,무교
박**,여성,"[150.0, 160.0[","[41.2, 84.3[",O형,1986-*****,*********,*************,naver.com,기독교
박**,여성,"[150.0, 160.0[","[41.2, 84.3[",A형,1986-*****,*********,*************,yahoo.com,불교
박**,여성,"[150.0, 160.0[","[41.2, 84.3[",B형,1986-*****,*********,*************,gmail.com,기독교
박**,남성,"[160.0, 170.0[","[41.2, 84.3[",A형,1986-*****,*********,*************,yahoo.com,무교
박**,남성,"[160.0, 170.0[","[41.2, 84.3[",B형,1986-*****,*********,*************,naver.com,불교
박**,여성,"[160.0, 170.0[","[41.2, 84.3[",A형,1986-*****,*********,*************,gmail.com,무교
박**,남성,"[160.0, 170.0[","[41.2, 84.3[",B형,1986-*****,*********,*************,yahoo.com,무교
박**,남성,"[160.0, 170.0[","[41.2, 84.3[",AB형,1986-*****,*********,*************,naver.com,무교
박**,여성,"[160.0, 170.0[","[41.2, 84.3[",AB형,1986-*****,*********,*************,naver.com,불교
신**,남성,"[160.0, 170.0[","[41.2, 84.3[",A형,1986-*****,*********,*************,yahoo.com,무교
신**,여성,"[160.0, 170.0[","[41.2, 84.3[",B형,1986-*****,*********,*************,naver.com,무교
신**,남성,"[160.0, 170.0[","[41.2, 84.3[",B형,1986-*****,*********,*************,gmail.com,무교
이**,여성,"[140.0, 150.0[","[41.2, 84.3[",AB형,1986-*****,*********,*************,naver.com,무교
이**,여성,"[140.0, 150.0[","[41.2, 84.3[",B형,1986-*****,*********,*************,gmail.com,무교
이**,여성,"[140.0, 150.0[","[41.2, 84.3[",AB형,1986-*****,*********,*************,yahoo.com,기독교
이**,여성,"[150.0, 160.0[","[41.2, 84.3[",O형,1986-*****,*********,*************,yahoo.com,무교
이**,여성,"[150.0, 160.0[","[41.2, 84.3[",AB형,1986-*****,*********,*************,naver.com,불교
이**,여성,"[150.0, 160.0[","[41.2, 84.3[",B형,1986-*****,*********,*************,gmail.com,무교
이**,여성,"[150.0, 160.0[","[41.2, 84.3[",O형,1986-*****,*********,*************,gmail.com,무교
이**,여성,"[150.0, 160.0[","[41.2, 84.3[",A형,1986-*****,*********,*************,yahoo.com,무교
이**,여성,"[150.0, 160.0[","[41.2, 84.3[",B형,1986-*****,*********,*************,daum.net,기독교
이**,여성,"[150.0, 160.0[","[41.2, 84.3[",O형,1986-*****,*********,*************,gmail.com,불교
이**,여성,"[150.0, 160.0[","[41.2, 84.3[",O형,1986-*****,*********,*************,daum.net,무교
이**,여성,"[150.0, 160.0[","[41.2, 84.3[",A형,1986-*****,*********,*************,yahoo.com,무교
이**,여성,"[150.0, 160.0[","[41.2, 84.3[",B형,1986-*****,*********,*************,naver.com,기독교
이**,여성,"[160.0, 170.0[","[41.2, 84.3[",A형,1986-*****,*********,*************,daum.net,기독교
이**,남성,"[160.0, 170.0[","[41.2, 84.3[",O형,1986-*****,*********,*************,gmail.com,무교
이**,남성,"[160.0, 170.0[","[41.2, 84.3[",A형,1986-*****,*********,*************,yahoo.com,무교
이**,남성,"[160.0, 170.0[","[41.2, 84.3[",A형,1986-*****,*********,*************,daum.net,천주교
이**,남성,"[160.0, 170.0[","[41.2, 84.3[",B형,1986-*****,*********,*************,naver.com,불교
이**,남성,"[160.0, 170.0[","[41.2, 84.3[",B형,1986-*****,*********,*************,naver.com,기독교
이**,여성,"[160.0, 170.0[","[41.2, 84.3[",A형,1986-*****,*********,*************,naver.com,기독교
이**,남성,"[160.0, 170.0[","[41.2, 84.3[",B형,1986-*****,*********,*************,gmail.com,불교
이**,남성,"[160.0, 170.0[","[41.2, 84.3[",B형,1986-*****,*********,*************,daum.net,무교
이**,남성,"[160.0, 170.0[","[41.2, 84.3[",AB형,1986-*****,*********,*************,yahoo.com,무교
이**,남성,"[160.0, 170.0[","[41.2, 84.3[",A형,1986-*****,*********,*************,naver.com,무교
이**,남성,"[170.0, 180.0[","[41.2, 84.3[",O형,1986-*****,*********,*************,daum.net,무교
이**,남성,"[170.0, 180.0[","[41.2, 84.3[",O형,1986-*****,*********,*************,gmail.com,무교
이**,남성,"[170.0, 180.0[","[41.2, 84.3[",B형,1986-*****,*********,*************,naver.com,무교
이**,남성,"[170.0, 180.0[","[41.2, 84.3[",B형,1986-*****,*********,*************,yahoo.com,무교
이**,남성,"[170.0, 180.0[","[41.2, 84.3[",O형,1986-*****,*********,*************,naver.com,불교
이**,남성,"[170.0, 180.0[","[41.2, 84.3[",A형,1986-*****,*********,*************,naver.com,기독교
이**,남성,"[170.0, 180.0[","[41.2, 84.3[",O형,1986-*****,*********,*************,daum.net,기독교
정**,남성,"[170.0, 180.0[","[41.2, 84.3[",B형,1986-*****,*********,*************,gmail.com,무교
정**,남성,"[170.0, 180.0[","[41.2, 84.3[",A형,1986-*****,*********,*************,yahoo.com,무교
정**,남성,"[170.0, 180.0[","[41.2, 84.3[",A형,1986-*****,*********,*************,gmail.com,무교
정**,남성,"[170.0, 180.0[","[41.2, 84.3[",A형,1986-*****,*********,*************,naver.com,무교
정**,남성,"[170.0, 180.0[","[41.2, 84.3[",A형,1986-*****,*********,*************,naver.com,천주교
조**,여성,"[150.0, 160.0[","[41.2, 84.3[",A형,1986-*****,*********,*************,yahoo.com,천주교
조**,여성,"[150.0, 160.0[","[41.2, 84.3[",A형,1986-*****,*********,*************,yahoo.com,무교
조**,여성,"[150.0, 160.0[","[41.2, 84.3[",O형,1986-*****,*********,*************,naver.com,무교
최**,여성,"[150.0, 160.0[","[41.2, 84.3[",O형,1986-*****,*********,*************,naver.com,무교
최**,여성,"[150.0, 160.0[","[41.2, 84.3[",A형,1986-*****,*********,*************,yahoo.com,무교
최**,여성,"[150.0, 160.0[","[41.2, 84.3[",AB형,1986-*****,*********,*************,gmail.com,불교
최**,여성,"[150.0, 160.0[","[41.2, 84.3[",B형,1986-*****,*********,*************,yahoo.com,무교
최**,여성,"[150.0, 160.0[","[41.2, 84.3[",O형,1986-*****,*********,*************,yahoo.com,불교
최**,남성,"[160.0, 170.0[","[41.2, 84.3[",B형,1986-*****,*********,*************,gmail.com,무교
최**,남성,"[160.0, 170.0[","[41.2, 84.3[",A형,1986-*****,*********,*************,yahoo.com,불교
최**,여성,"[160.0, 170.0[","[41.2, 84.3[",A형,1986-*****,*********,*************,daum.net,기독교
홍**,남성,"[160.0, 170.0[","[41.2, 84.3[",A형,1986-*****,*********,*************,naver.com,불교
홍**,남성,"[160.0, 170.0[","[41.2, 84.3[",A형,1986-*****,*********,*************,daum.net,천주교
홍**,남성,"[160.0, 170.0[","[41.2, 84.3[",B형,1986-*****,*********,*************,gmail.com,불교
김**,여성,"[150.0, 160.0[","[41.2, 84.3[",AB형,1987-*****,*********,*************,yahoo.com,불교
김**,여성,"[150.0, 160.0[","[41.2, 84.3[",B형,1987-*****,*********,*************,yahoo.com,불교
김**,남성,"[150.0, 160.0[","[41.2, 84.3[",A형,1987-*****,*********,*************,naver.com,기독교
김**,여성,"[150.0, 160.0[","[41.2, 84.3[",A형,1987-*****,*********,*************,naver.com,기독교
김**,여성,"[150.0, 160.0[","[41.2, 84.3[",AB형,1987-*****,*********,*************,daum.net,무교
김**,여성,"[150.0, 160.0[","[41.2, 84.3[",A형,1987-*****,*********,*************,gmail.com,기독교
김**,여성,"[150.0, 160.0[","[41.2, 84.3[",A형,1987-*****,*********,*************,naver.com,천주교
김**,여성,"[150.0, 160.0[","[41.2, 84.3[",A형,1987-*****,*********,*************,naver.com,무교
김**,남성,"[150.0, 160.0[","[41.2, 84.3[",AB형,1987-*****,*********,*************,gmail.com,무교
김**,여성,"[150.0, 160.0[","[41.2, 84.3[",O형,1987-*****,*********,*************,naver.com,무교
김**,여성,"[150.0, 160.0[","[41.2, 84.3[",A형,1987-*****,*********,*************,naver.com,천주교
김**,여성,"[150.0, 160.0[","[41.2, 84.3[",O형,1987-*****,*********,*************,gmail.com,무교
김**,여성,"[150.0, 160.0[","[41.2, 84.3[",O형,1987-*****,*********,*************,gmail.com,기독교
김**,남성,"[150.0, 160.0[","[41.2, 84.3[",B형,1987-*****,*********,*************,yahoo.com,불교
김**,여성,"[150.0, 160.0[","[41.2, 84.3[",AB형,1987-*****,*********,*************,yahoo.com,무교
김**,여성,"[150.0, 160.0[","[41.2, 84.3[",O형,1987-*****,*********,*************,yahoo.com,무교
김**,여성,"[150.0, 160.0[","[41.2, 84.3[",A형,1987-*****,*********,*************,gmail.com,무교
김**,여성,"[160.0, 170.0[","[41.2, 84.3[",A형,1987-*****,*********,*************,yahoo.com,불교
김**,남성,"[160.0, 170.0[","[41.2, 84.3[",B형,1987-*****,*********,*************,gmail.com,무교
김**,남성,"[160.0, 170.0[","[41.2, 84.3[",A형,1987-*****,*********,*************,naver.com,기독교
김**,남성,"[160.0, 170.0[","[41.2, 84.3[",A형,1987-*****,*********,*************,daum.net,기독교
김**,남성,"[160.0, 170.0[","[41.2, 84.3[",A형,1987-*****,*********,*************,daum.net,무교
김**,여성,"[160.0, 170.0[","[41.2, 84.3[",B형,1987-*****,*********,*************,naver.com,불교
김**,남성,"[160.0, 170.0[","[41.2, 84.3[",O형,1987-*****,*********,*************,gmail.com,불교
김**,남성,"[160.0, 170.0[","[41.2, 84.3[",A형,1987-*****,*********,*************,gmail.com,무교
김**,남성,"[160.0, 170.0[","[41.2, 84.3[",B형,1987-*****,*********,*************,gmail.com,무교
김**,남성,"[160.0, 170.0[","[41.2, 84.3[",A형,1987-*****,*********,*************,yahoo.com,불교
김**,남성,"[160.0, 170.0[","[41.2, 84.3[",A형,1987-*****,*********,*************,daum.net,무교
김**,남성,"[160.0, 170.0[","[41.2, 84.3[",B형,1987-*****,*********,*************,yahoo.com,불교
김**,남성,"[160.0, 170.0[","[41.2, 84.3[",A형,1987-*****,*********,*************,yahoo.com,불교
김**,남성,"[160.0, 170.0[","[41.2, 84.3[",B형,1987-*****,*********,*************,gmail.com,무교
김**,남성,"[170.0, 180.0[","[41.2, 84.3[",O형,1987-*****,*********,*************,gmail.com,무교
김**,남성,"[170.0, 180.0[","[41.2, 84.3[",AB형,1987-*****,*********,*************,naver.com,무교
김**,남성,"[170.0, 180.0[","[41.2, 84.3[",A형,1987-*****,*********,*************,gmail.com,무교
김**,남성,"[170.0, 180.0[","[41.2, 84.3[",B형,1987-*****,*********,*************,daum.net,무교
김**,남성,"[170.0, 180.0[","[41.2, 84.3[",O형,1987-*****,*********,*************,daum.net,무교
김**,남성,"[170.0, 180.0[","[41.2, 84.3[",A형,1987-*****,*********,*************,gmail.com,무교
김**,남성,"[170.0, 180.0[","[41.2, 84.3[",O형,1987-*****,*********,*************,gmail.com,불교
김**,남성,"[170.0, 180.0[","[41.2, 84.3[",A형,1987-*****,*********,*************,gmail.com,불교
김**,남성,"[170.0, 180.0[","[41.2, 84.3[",O형,1987-*****,*********,*************,gmail.com,무교
김**,남성,"[170.0, 180.0[","[41.2, 84.3[",O형,1987-*****,*********,*************,gmail.com,무교
김**,남성,"[170.0, 180.0[","[41.2, 84.3[",A형,1987-*****,*********,*************,naver.com,무교
김**,남성,"[170.0, 180.0[","[41.2, 84.3[",O형,1987-*****,*********,*************,yahoo.com,불교
김**,남성,"[170.0, 180.0[","[41.2, 84.3[",A형,1987-*****,*********,*************,daum.net,무교
김**,남성,"[170.0, 180.0[","[41.2, 84.3[",B형,1987-*****,*********,*************,naver.com,무교
김**,남성,"[170.0, 180.0[","[41.2, 84.3[",B형,1987-*****,*********,*************,daum.net,무교
박**,여성,"[150.0, 160.0[","[41.2, 84.3[",A형,1987-*****,*********,*************,gmail.com,무교
박**,여성,"[150.0, 160.0[","[41.2, 84.3[",AB형,1987-*****,*********,*************,gmail.com,불교
박**,여성,"[150.0, 160.0[","[41.2, 84.3[",A형,1987-*****,*********,*************,yahoo.com,기독교
박**,남성,"[160.0, 170.0[","[41.2, 84.3[",O형,1987-*****,*********,*************,gmail.com,무교
박**,여성,"[160.0, 170.0[","[41.2, 84.3[",B형,1987-*****,*********,*************,gmail.com,무교
박**,여성,"[160.0, 170.0[","[41.2, 84.3[",B형,1987-*****,*********,*************,yahoo.com,무교
박**,여성,"[160.0, 170.0[","[41.2, 84.3[",B형,1987-*****,*********,*************,daum.net,무교
박**,남성,"[170.0, 180.0[","[41.2, 84.3[",B형,1987-*****,*********,*************,gmail.com,무교
박**,남성,"[170.0, 180.0[","[41.2, 84.3[",A형,1987-*****,*********,*************,daum.net,불교
박**,남성,"[170.0, 180.0[","[41.2, 84.3[",B형,1987-*****,*********,*************,yahoo.com,무교
백**,여성,"[150.0, 160.0[","[41.2, 84.3[",O형,1987-*****,*********,*************,gmail.com,기독교
백**,여성,"[150.0, 160.0[","[41.2, 84.3[",A형,1987-*****,*********,*************,naver.com,기독교
백**,여성,"[150.0, 160.0[","[41.2, 84.3[",B형,1987-*****,*********,*************,gmail.com,불교
백**,여성,"[150.0, 160.0[","[41.2, 84.3[",O형,1987-*****,*********,*************,yahoo.com,무교
오**,남성,"[170.0, 180.0[","[41.2, 84.3[",A형,1987-*****,*********,*************,yahoo.com,불교
오**,남성,"[170.0, 180.0[","[41.2, 84.3[",AB형,1987-*****,*********,*************,daum.net,기독교
오**,남성,"[170.0, 180.0[","[41.2, 84.3[",O형,1987-*****,*********,*************,naver.com,불교
오**,남성,"[170.0, 180.0[","[41.2, 84.3[",A형,1987-*****,*********,*************,yahoo.com,불교
우**,남성,"[170.0, 180.0[","[41.2, 84.3[",B형,1987-*****,*********,*************,yahoo.com,천주교
우**,남성,"[170.0, 180.0[","[41.2, 84.3[",A형,1987-*****,*********,*************,naver.com,무교
우**,남성,"[170.0, 180.0[","[41.2, 84.3[",O형,1987-*****,*********,*************,gmail.com,기독교
이**,여성,"[150.0, 160.0[","[41.2, 84.3[",A형,1987-*****,*********,*************,gmail.com,불교
이**,여성,"[150.0, 160.0[","[41.2, 84.3[",O형,1987-*****,*********,*************,naver.com,기독교
이**,여성,"[150.0, 160.0[","[41.2, 84.3[",B형,1987-*****,*********,*************,daum.net,불교
이**,여성,"[150.0, 160.0[","[41.2, 84.3[",B형,1987-*****,*********,*************,naver.com,무교
이**,여성,"[150.0, 160.0[","[41.2, 84.3[",O형,1987-*****,*********,*************,yahoo.com,무교
이**,여성,"[150.0, 160.0[","[41.2, 84.3[",A형,1987-*****,*********,*************,daum.net,불교
이**,여성,"[160.0, 170.0[","[41.2, 84.3[",O형,1987-*****,*********,*************,yahoo.com,무교
이**,여성,"[160.0, 170.0[","[41.2, 84.3[",A형,1987-*****,*********,*************,gmail.com,무교
이**,남성,"[160.0, 170.0[","[41.2, 84.3[",B형,1987-*****,*********,*************,naver.com,무교
이**,남성,"[160.0, 170.0[","[41.2, 84.3[",A형,1987-*****,*********,*************,yahoo.com,무교
